NASDAQ,Close
18:49 - 18:50 01/03/2020,8840.12
18:50 - 18:51 01/03/2020,8841.79
18:51 - 18:52 01/03/2020,8841.89
18:52 - 18:53 01/03/2020,8840.83
18:53 - 18:54 01/03/2020,8842.03
18:54 - 18:55 01/03/2020,8840.93
18:55 - 18:56 01/03/2020,8837.58
18:56 - 18:57 01/03/2020,8838.11
18:57 - 18:58 01/03/2020,8837.9
18:58 - 18:59 01/03/2020,8836.23
18:59 - 19:00 01/03/2020,8837.37
19:00 - 19:01 01/03/2020,8837.34
19:01 - 19:02 01/03/2020,8836.83
19:02 - 19:03 01/03/2020,8838.44
19:03 - 19:04 01/03/2020,8836.62
19:04 - 19:05 01/03/2020,8834.69
19:05 - 19:06 01/03/2020,8835.79
19:06 - 19:07 01/03/2020,8836.21
19:07 - 19:08 01/03/2020,8836.06
19:08 - 19:09 01/03/2020,8836.27
19:09 - 19:10 01/03/2020,8834.89
19:10 - 19:11 01/03/2020,8834.84
19:11 - 19:12 01/03/2020,8835.48
19:12 - 19:13 01/03/2020,8835.38
19:13 - 19:14 01/03/2020,8834.81
19:14 - 19:15 01/03/2020,8834.66
19:15 - 19:16 01/03/2020,8833.37
19:16 - 19:17 01/03/2020,8832.25
19:17 - 19:18 01/03/2020,8830.78
19:18 - 19:19 01/03/2020,8827.87
19:19 - 19:20 01/03/2020,8824.82
19:20 - 19:21 01/03/2020,8827.64
19:21 - 19:22 01/03/2020,8827.63
19:22 - 19:23 01/03/2020,8828.21
19:23 - 19:24 01/03/2020,8830.75
19:24 - 19:25 01/03/2020,8830.77
19:25 - 19:26 01/03/2020,8832.65
19:26 - 19:27 01/03/2020,8832.44
19:27 - 19:28 01/03/2020,8833.5
19:28 - 19:29 01/03/2020,8833.68
19:29 - 19:30 01/03/2020,8832.82
19:30 - 19:31 01/03/2020,8832.88
19:31 - 19:32 01/03/2020,8832.88
19:32 - 19:33 01/03/2020,8832.19
19:33 - 19:34 01/03/2020,8827.17
19:34 - 19:35 01/03/2020,8824.21
19:35 - 19:36 01/03/2020,8820.26
19:36 - 19:37 01/03/2020,8814
19:37 - 19:38 01/03/2020,8804.38
19:38 - 19:39 01/03/2020,8805.26
19:39 - 19:40 01/03/2020,8813.39
19:40 - 19:41 01/03/2020,8818.04
19:41 - 19:42 01/03/2020,8816.17
19:42 - 19:43 01/03/2020,8816.37
19:43 - 19:44 01/03/2020,8816.17
19:44 - 19:45 01/03/2020,8818.48
19:45 - 19:46 01/03/2020,8819.02
19:46 - 19:47 01/03/2020,8817.68
19:47 - 19:48 01/03/2020,8818.8
19:48 - 19:49 01/03/2020,8823.48
19:49 - 19:50 01/03/2020,8823.17
19:50 - 19:51 01/03/2020,8822.73
19:51 - 19:52 01/03/2020,8822.78
19:52 - 19:53 01/03/2020,8824.23
19:53 - 19:54 01/03/2020,8821.34
19:54 - 19:55 01/03/2020,8818.63
19:55 - 19:56 01/03/2020,8816.37
19:56 - 19:57 01/03/2020,8818.5
19:57 - 19:58 01/03/2020,8817.4
19:58 - 19:59 01/03/2020,8816.98
19:59 - 20:00 01/03/2020,8818.74
20:00 - 20:01 01/03/2020,8821.24
20:01 - 20:02 01/03/2020,8821.04
20:02 - 20:03 01/03/2020,8816.7
20:03 - 20:04 01/03/2020,8814.79
20:04 - 20:05 01/03/2020,8811.9
20:05 - 20:06 01/03/2020,8810.57
20:06 - 20:07 01/03/2020,8811.25
20:07 - 20:08 01/03/2020,8812.57
20:08 - 20:09 01/03/2020,8809.73
20:09 - 20:10 01/03/2020,8808.8
20:10 - 20:11 01/03/2020,8810.06
20:11 - 20:12 01/03/2020,8809.85
20:12 - 20:13 01/03/2020,8809.97
20:13 - 20:14 01/03/2020,8809.52
20:14 - 20:15 01/03/2020,8808.06
20:15 - 20:16 01/03/2020,8808.27
20:16 - 20:17 01/03/2020,8810.37
20:17 - 20:18 01/03/2020,8813.14
20:18 - 20:19 01/03/2020,8812.28
20:19 - 20:20 01/03/2020,8811.31
20:20 - 20:21 01/03/2020,8810.08
20:21 - 20:22 01/03/2020,8811.6
20:22 - 20:23 01/03/2020,8811.79
20:23 - 20:24 01/03/2020,8810.83
20:24 - 20:25 01/03/2020,8810.21
20:25 - 20:26 01/03/2020,8809.02
20:26 - 20:27 01/03/2020,8809.3
20:27 - 20:28 01/03/2020,8808.97
20:28 - 20:29 01/03/2020,8809.82
20:29 - 20:30 01/03/2020,8810.68
20:30 - 20:31 01/03/2020,8811.13
20:31 - 20:32 01/03/2020,8811.15
20:32 - 20:33 01/03/2020,8811.21
20:33 - 20:34 01/03/2020,8811.23
20:34 - 20:35 01/03/2020,8811.77
20:35 - 20:36 01/03/2020,8811.5
20:36 - 20:37 01/03/2020,8813.61
20:37 - 20:38 01/03/2020,8814.74
20:38 - 20:39 01/03/2020,8815.56
20:39 - 20:40 01/03/2020,8816.45
20:40 - 20:41 01/03/2020,8815.78
20:41 - 20:42 01/03/2020,8816.5
20:42 - 20:43 01/03/2020,8816.63
20:43 - 20:44 01/03/2020,8817.07
20:44 - 20:45 01/03/2020,8817.39
20:45 - 20:46 01/03/2020,8816.96
20:46 - 20:47 01/03/2020,8816.17
20:47 - 20:48 01/03/2020,8815.71
20:48 - 20:49 01/03/2020,8816.43
20:49 - 20:50 01/03/2020,8816.85
20:50 - 20:51 01/03/2020,8818.49
20:51 - 20:52 01/03/2020,8820.11
20:52 - 20:53 01/03/2020,8821.02
20:53 - 20:54 01/03/2020,8821.31
20:54 - 20:55 01/03/2020,8822
20:55 - 20:56 01/03/2020,8823.94
20:56 - 20:57 01/03/2020,8824.93
20:57 - 20:58 01/03/2020,8825.67
20:58 - 20:59 01/03/2020,8825.24
20:59 - 21:00 01/03/2020,8825.01
21:00 - 21:01 01/03/2020,8823.2
21:01 - 21:02 01/03/2020,8825.85
21:02 - 21:03 01/03/2020,8828.84
21:03 - 21:04 01/03/2020,8832.25
21:04 - 21:05 01/03/2020,8830.02
21:05 - 21:06 01/03/2020,8828.49
21:06 - 21:07 01/03/2020,8826.41
21:07 - 21:08 01/03/2020,8826.71
21:08 - 21:09 01/03/2020,8825.85
21:09 - 21:10 01/03/2020,8824.86
21:10 - 21:11 01/03/2020,8821.15
21:11 - 21:12 01/03/2020,8822.54
21:12 - 21:13 01/03/2020,8821.73
21:13 - 21:14 01/03/2020,8820.33
21:14 - 21:15 01/03/2020,8819.64
21:15 - 21:16 01/03/2020,8820.13
21:16 - 21:17 01/03/2020,8817.14
21:17 - 21:18 01/03/2020,8817.84
21:18 - 21:19 01/03/2020,8819.13
21:19 - 21:20 01/03/2020,8818.98
21:20 - 21:21 01/03/2020,8819.9
21:21 - 21:22 01/03/2020,8816.77
21:22 - 21:23 01/03/2020,8817.41
21:23 - 21:24 01/03/2020,8814.19
21:24 - 21:25 01/03/2020,8813.81
21:25 - 21:26 01/03/2020,8815.06
21:26 - 21:27 01/03/2020,8814.31
21:27 - 21:28 01/03/2020,8812.4
21:28 - 21:29 01/03/2020,8812.33
21:29 - 21:30 01/03/2020,8811.25
21:30 - 21:31 01/03/2020,8809.09
21:31 - 21:32 01/03/2020,8801.81
21:32 - 21:33 01/03/2020,8804.25
21:33 - 21:34 01/03/2020,8806.47
21:34 - 21:35 01/03/2020,8805.1
21:35 - 21:36 01/03/2020,8805.6
21:36 - 21:37 01/03/2020,8807.55
21:37 - 21:38 01/03/2020,8807.12
21:38 - 21:39 01/03/2020,8804.86
21:39 - 21:40 01/03/2020,8803.06
21:40 - 21:41 01/03/2020,8803.35
21:41 - 21:42 01/03/2020,8803.65
21:42 - 21:43 01/03/2020,8804.8
21:43 - 21:44 01/03/2020,8807.29
21:44 - 21:45 01/03/2020,8807.26
21:45 - 21:46 01/03/2020,8806.59
21:46 - 21:47 01/03/2020,8806.84
21:47 - 21:48 01/03/2020,8805.37
21:48 - 21:49 01/03/2020,8800.57
21:49 - 21:50 01/03/2020,8800.57
21:50 - 21:51 01/03/2020,8805.38
21:51 - 21:52 01/03/2020,8808.13
21:52 - 21:53 01/03/2020,8810.37
21:53 - 21:54 01/03/2020,8810.61
21:54 - 21:55 01/03/2020,8801.65
21:55 - 21:56 01/03/2020,8802.82
21:56 - 21:57 01/03/2020,8802.83
21:57 - 21:58 01/03/2020,8796.98
21:58 - 21:59 01/03/2020,8798.13
21:59 - 22:00 01/03/2020,8795.08
22:00 - 22:01 01/03/2020,8793.9
22:01 - 22:02 01/03/2020,8793.9
22:02 - 22:03 01/03/2020,8793.9
22:03 - 22:04 01/03/2020,8793.9
22:04 - 22:05 01/03/2020,8793.9
22:05 - 22:06 01/03/2020,8793.9
22:06 - 22:07 01/03/2020,8793.9
22:07 - 22:08 01/03/2020,8793.9
22:08 - 22:09 01/03/2020,8793.9
22:09 - 22:10 01/03/2020,8793.9
22:10 - 22:11 01/03/2020,8793.9
22:11 - 22:12 01/03/2020,8793.9
22:12 - 22:13 01/03/2020,8793.9
22:13 - 22:14 01/03/2020,8793.9
22:14 - 22:15 01/03/2020,8793.9
22:15 - 22:16 01/03/2020,8793.9
22:16 - 22:17 01/03/2020,8793.9
22:17 - 22:18 01/03/2020,8793.9
22:18 - 22:19 01/03/2020,8793.9
22:19 - 22:20 01/03/2020,8793.9
22:20 - 22:21 01/03/2020,8793.9
22:21 - 22:22 01/03/2020,8793.9
22:22 - 22:23 01/03/2020,8793.9
22:23 - 22:24 01/03/2020,8793.9
22:24 - 22:25 01/03/2020,8793.9
22:25 - 22:26 01/03/2020,8793.9
22:26 - 22:27 01/03/2020,8793.9
22:27 - 22:28 01/03/2020,8793.9
22:28 - 22:29 01/03/2020,8793.9
22:29 - 22:30 01/03/2020,8793.9
22:30 - 22:31 01/03/2020,8793.9
22:31 - 22:32 01/03/2020,8793.9
22:32 - 22:33 01/03/2020,8793.9
22:33 - 22:34 01/03/2020,8793.9
22:34 - 22:35 01/03/2020,8793.9
22:35 - 22:36 01/03/2020,8793.9
22:36 - 22:37 01/03/2020,8793.9
22:37 - 22:38 01/03/2020,8793.9
22:38 - 22:39 01/03/2020,8793.9
22:39 - 22:40 01/03/2020,8793.9
22:40 - 22:41 01/03/2020,8793.9
22:41 - 22:42 01/03/2020,8793.9
22:42 - 22:43 01/03/2020,8793.9
22:43 - 22:44 01/03/2020,8793.9
22:44 - 22:45 01/03/2020,8793.9
06JAN2020_00:00:00.000000 01/03/2020,
15:30 - 15:31 01/06/2020,8721.36
15:31 - 15:32 01/06/2020,8734.33
15:32 - 15:33 01/06/2020,8743.84
15:33 - 15:34 01/06/2020,8743.64
15:34 - 15:35 01/06/2020,8747.83
15:35 - 15:36 01/06/2020,8750
15:36 - 15:37 01/06/2020,8745.79
15:37 - 15:38 01/06/2020,8746.03
15:38 - 15:39 01/06/2020,8740.79
15:39 - 15:40 01/06/2020,8748.75
15:40 - 15:41 01/06/2020,8753.77
15:41 - 15:42 01/06/2020,8754.52
15:42 - 15:43 01/06/2020,8755.5
15:43 - 15:44 01/06/2020,8759.67
15:44 - 15:45 01/06/2020,8759.76
15:45 - 15:46 01/06/2020,8760.45
15:46 - 15:47 01/06/2020,8767.72
15:47 - 15:48 01/06/2020,8769.86
15:48 - 15:49 01/06/2020,8772.14
15:49 - 15:50 01/06/2020,8769.09
15:50 - 15:51 01/06/2020,8774.51
15:51 - 15:52 01/06/2020,8777.63
15:52 - 15:53 01/06/2020,8774.1
15:53 - 15:54 01/06/2020,8773.3
15:54 - 15:55 01/06/2020,8771.16
15:55 - 15:56 01/06/2020,8776.77
15:56 - 15:57 01/06/2020,8776.4
15:57 - 15:58 01/06/2020,8779.81
15:58 - 15:59 01/06/2020,8783.48
15:59 - 16:00 01/06/2020,8781.38
16:00 - 16:01 01/06/2020,8779.01
16:01 - 16:02 01/06/2020,8782.44
16:02 - 16:03 01/06/2020,8783.89
16:03 - 16:04 01/06/2020,8785.31
16:04 - 16:05 01/06/2020,8783.56
16:05 - 16:06 01/06/2020,8785.66
16:06 - 16:07 01/06/2020,8781.68
16:07 - 16:08 01/06/2020,8782.21
16:08 - 16:09 01/06/2020,8781.17
16:09 - 16:10 01/06/2020,8782.28
16:10 - 16:11 01/06/2020,8787.41
16:11 - 16:12 01/06/2020,8790.56
16:12 - 16:13 01/06/2020,8791.8
16:13 - 16:14 01/06/2020,8789.19
16:14 - 16:15 01/06/2020,8789.86
16:15 - 16:16 01/06/2020,8789.58
16:16 - 16:17 01/06/2020,8788.33
16:17 - 16:18 01/06/2020,8789.35
16:18 - 16:19 01/06/2020,8791.53
16:19 - 16:20 01/06/2020,8795.73
16:20 - 16:21 01/06/2020,8793.89
16:21 - 16:22 01/06/2020,8797.63
16:22 - 16:23 01/06/2020,8800.11
16:23 - 16:24 01/06/2020,8800.83
16:24 - 16:25 01/06/2020,8798.25
16:25 - 16:26 01/06/2020,8799.03
16:26 - 16:27 01/06/2020,8799.25
16:27 - 16:28 01/06/2020,8798.17
16:28 - 16:29 01/06/2020,8798.92
16:29 - 16:30 01/06/2020,8801.05
16:30 - 16:31 01/06/2020,8799.73
16:31 - 16:32 01/06/2020,8796.51
16:32 - 16:33 01/06/2020,8792.97
16:33 - 16:34 01/06/2020,8793.68
16:34 - 16:35 01/06/2020,8792.6
16:35 - 16:36 01/06/2020,8794.31
16:36 - 16:37 01/06/2020,8793.33
16:37 - 16:38 01/06/2020,8792.74
16:38 - 16:39 01/06/2020,8793.04
16:39 - 16:40 01/06/2020,8791.7
16:40 - 16:41 01/06/2020,8790.73
16:41 - 16:42 01/06/2020,8795.45
16:42 - 16:43 01/06/2020,8803.59
16:43 - 16:44 01/06/2020,8804.18
16:44 - 16:45 01/06/2020,8806.98
16:45 - 16:46 01/06/2020,8807.95
16:46 - 16:47 01/06/2020,8812.07
16:47 - 16:48 01/06/2020,8812.85
16:48 - 16:49 01/06/2020,8811.48
16:49 - 16:50 01/06/2020,8811.97
16:50 - 16:51 01/06/2020,8812.69
16:51 - 16:52 01/06/2020,8811.82
16:52 - 16:53 01/06/2020,8812.93
16:53 - 16:54 01/06/2020,8813.66
16:54 - 16:55 01/06/2020,8812.77
16:55 - 16:56 01/06/2020,8812.45
16:56 - 16:57 01/06/2020,8807.62
16:57 - 16:58 01/06/2020,8808.18
16:58 - 16:59 01/06/2020,8809.48
16:59 - 17:00 01/06/2020,8808.34
17:00 - 17:01 01/06/2020,8808.2
17:01 - 17:02 01/06/2020,8806.96
17:02 - 17:03 01/06/2020,8803.78
17:03 - 17:04 01/06/2020,8803.14
17:04 - 17:05 01/06/2020,8806.07
17:05 - 17:06 01/06/2020,8807.68
17:06 - 17:07 01/06/2020,8810.47
17:07 - 17:08 01/06/2020,8810.43
17:08 - 17:09 01/06/2020,8811.11
17:09 - 17:10 01/06/2020,8811.93
17:10 - 17:11 01/06/2020,8814.68
17:11 - 17:12 01/06/2020,8817.79
17:12 - 17:13 01/06/2020,8817.27
17:13 - 17:14 01/06/2020,8814.62
17:14 - 17:15 01/06/2020,8815.85
17:15 - 17:16 01/06/2020,8812.18
17:16 - 17:17 01/06/2020,8814.19
17:17 - 17:18 01/06/2020,8815.59
17:18 - 17:19 01/06/2020,8815.27
17:19 - 17:20 01/06/2020,8814.11
17:20 - 17:21 01/06/2020,8812.92
17:21 - 17:22 01/06/2020,8813.19
17:22 - 17:23 01/06/2020,8811.26
17:23 - 17:24 01/06/2020,8811.29
17:24 - 17:25 01/06/2020,8811.78
17:25 - 17:26 01/06/2020,8809.56
17:26 - 17:27 01/06/2020,8809.56
17:27 - 17:28 01/06/2020,8808.65
17:28 - 17:29 01/06/2020,8809.87
17:29 - 17:30 01/06/2020,8811.74
17:30 - 17:31 01/06/2020,8815.42
17:31 - 17:32 01/06/2020,8817.86
17:32 - 17:33 01/06/2020,8818.6
17:33 - 17:34 01/06/2020,8819.04
17:34 - 17:35 01/06/2020,8816.28
17:35 - 17:36 01/06/2020,8814.79
17:36 - 17:37 01/06/2020,8815.82
17:37 - 17:38 01/06/2020,8816.82
17:38 - 17:39 01/06/2020,8816.96
17:39 - 17:40 01/06/2020,8815.1
17:40 - 17:41 01/06/2020,8815.88
17:41 - 17:42 01/06/2020,8815.65
17:42 - 17:43 01/06/2020,8815.76
17:43 - 17:44 01/06/2020,8814.14
17:44 - 17:45 01/06/2020,8814.13
17:45 - 17:46 01/06/2020,8813.86
17:46 - 17:47 01/06/2020,8813.4
17:47 - 17:48 01/06/2020,8813.83
17:48 - 17:49 01/06/2020,8813.74
17:49 - 17:50 01/06/2020,8811.08
17:50 - 17:51 01/06/2020,8811.53
17:51 - 17:52 01/06/2020,8809.5
17:52 - 17:53 01/06/2020,8809.18
17:53 - 17:54 01/06/2020,8806.76
17:54 - 17:55 01/06/2020,8805.81
17:55 - 17:56 01/06/2020,8807.18
17:56 - 17:57 01/06/2020,8808.09
17:57 - 17:58 01/06/2020,8808.09
17:58 - 17:59 01/06/2020,8807.92
17:59 - 18:00 01/06/2020,8807.75
18:00 - 18:01 01/06/2020,8805.91
18:01 - 18:02 01/06/2020,8803.28
18:02 - 18:03 01/06/2020,8802.3
18:03 - 18:04 01/06/2020,8801.54
18:04 - 18:05 01/06/2020,8800.75
18:05 - 18:06 01/06/2020,8802.86
18:06 - 18:07 01/06/2020,8803.09
18:07 - 18:08 01/06/2020,8802.17
18:08 - 18:09 01/06/2020,8802.23
18:09 - 18:10 01/06/2020,8804.41
18:10 - 18:11 01/06/2020,8805.36
18:11 - 18:12 01/06/2020,8804.9
18:12 - 18:13 01/06/2020,8801.54
18:13 - 18:14 01/06/2020,8798.89
18:14 - 18:15 01/06/2020,8797.66
18:15 - 18:16 01/06/2020,8798.95
18:16 - 18:17 01/06/2020,8799.63
18:17 - 18:18 01/06/2020,8798.62
18:18 - 18:19 01/06/2020,8798.04
18:19 - 18:20 01/06/2020,8799.01
18:20 - 18:21 01/06/2020,8798.08
18:21 - 18:22 01/06/2020,8799.48
18:22 - 18:23 01/06/2020,8801.25
18:23 - 18:24 01/06/2020,8802.8
18:24 - 18:25 01/06/2020,8804.18
18:25 - 18:26 01/06/2020,8803.17
18:26 - 18:27 01/06/2020,8803.88
18:27 - 18:28 01/06/2020,8804.36
18:28 - 18:29 01/06/2020,8804.45
18:29 - 18:30 01/06/2020,8804.54
18:30 - 18:31 01/06/2020,8805.84
18:31 - 18:32 01/06/2020,8804.55
18:32 - 18:33 01/06/2020,8804.67
18:33 - 18:34 01/06/2020,8804.49
18:34 - 18:35 01/06/2020,8803.46
18:35 - 18:36 01/06/2020,8801.92
18:36 - 18:37 01/06/2020,8800.41
18:37 - 18:38 01/06/2020,8799.78
18:38 - 18:39 01/06/2020,8801.43
18:39 - 18:40 01/06/2020,8800.61
18:40 - 18:41 01/06/2020,8801.69
18:41 - 18:42 01/06/2020,8803.48
18:42 - 18:43 01/06/2020,8804.79
18:43 - 18:44 01/06/2020,8806.67
18:44 - 18:45 01/06/2020,8806.91
18:45 - 18:46 01/06/2020,8805.91
18:46 - 18:47 01/06/2020,8805.82
18:47 - 18:48 01/06/2020,8805.53
18:48 - 18:49 01/06/2020,8804.46
18:49 - 18:50 01/06/2020,8803.92
18:50 - 18:51 01/06/2020,8804.45
18:51 - 18:52 01/06/2020,8803.36
18:52 - 18:53 01/06/2020,8800.54
18:53 - 18:54 01/06/2020,8801.61
18:54 - 18:55 01/06/2020,8800.73
18:55 - 18:56 01/06/2020,8801.97
18:56 - 18:57 01/06/2020,8802.02
18:57 - 18:58 01/06/2020,8803.15
18:58 - 18:59 01/06/2020,8805.4
18:59 - 19:00 01/06/2020,8806.33
19:00 - 19:01 01/06/2020,8806.53
19:01 - 19:02 01/06/2020,8807.18
19:02 - 19:03 01/06/2020,8807.82
19:03 - 19:04 01/06/2020,8808.43
19:04 - 19:05 01/06/2020,8809.21
19:05 - 19:06 01/06/2020,8811.43
19:06 - 19:07 01/06/2020,8814.81
19:07 - 19:08 01/06/2020,8815.56
19:08 - 19:09 01/06/2020,8816.61
19:09 - 19:10 01/06/2020,8813.91
19:10 - 19:11 01/06/2020,8814.48
19:11 - 19:12 01/06/2020,8815.44
19:12 - 19:13 01/06/2020,8816.26
19:13 - 19:14 01/06/2020,8817.91
19:14 - 19:15 01/06/2020,8817.03
19:15 - 19:16 01/06/2020,8817.64
19:16 - 19:17 01/06/2020,8818.46
19:17 - 19:18 01/06/2020,8818.78
19:18 - 19:19 01/06/2020,8816.89
19:19 - 19:20 01/06/2020,8815.35
19:20 - 19:21 01/06/2020,8816.49
19:21 - 19:22 01/06/2020,8814.92
19:22 - 19:23 01/06/2020,8814.52
19:23 - 19:24 01/06/2020,8813.37
19:24 - 19:25 01/06/2020,8816.36
19:25 - 19:26 01/06/2020,8816.79
19:26 - 19:27 01/06/2020,8817.46
19:27 - 19:28 01/06/2020,8818.33
19:28 - 19:29 01/06/2020,8817.69
19:29 - 19:30 01/06/2020,8818.61
19:30 - 19:31 01/06/2020,8818.25
19:31 - 19:32 01/06/2020,8817.93
19:32 - 19:33 01/06/2020,8817.88
19:33 - 19:34 01/06/2020,8816.89
19:34 - 19:35 01/06/2020,8816.75
19:35 - 19:36 01/06/2020,8816.53
19:36 - 19:37 01/06/2020,8817.01
19:37 - 19:38 01/06/2020,8817.18
19:38 - 19:39 01/06/2020,8817.06
19:39 - 19:40 01/06/2020,8816.24
19:40 - 19:41 01/06/2020,8816.58
19:41 - 19:42 01/06/2020,8816.52
19:42 - 19:43 01/06/2020,8816.99
19:43 - 19:44 01/06/2020,8818.24
19:44 - 19:45 01/06/2020,8817.12
19:45 - 19:46 01/06/2020,8817.63
19:46 - 19:47 01/06/2020,8818.15
19:47 - 19:48 01/06/2020,8819
19:48 - 19:49 01/06/2020,8819.03
19:49 - 19:50 01/06/2020,8818.12
19:50 - 19:51 01/06/2020,8816.83
19:51 - 19:52 01/06/2020,8816.7
19:52 - 19:53 01/06/2020,8817.12
19:53 - 19:54 01/06/2020,8817.04
19:54 - 19:55 01/06/2020,8816.36
19:55 - 19:56 01/06/2020,8815.58
19:56 - 19:57 01/06/2020,8814.95
19:57 - 19:58 01/06/2020,8814.89
19:58 - 19:59 01/06/2020,8815.87
19:59 - 20:00 01/06/2020,8815.48
20:00 - 20:01 01/06/2020,8812.08
20:01 - 20:02 01/06/2020,8810.83
20:02 - 20:03 01/06/2020,8811.92
20:03 - 20:04 01/06/2020,8813.78
20:04 - 20:05 01/06/2020,8814.21
20:05 - 20:06 01/06/2020,8814.81
20:06 - 20:07 01/06/2020,8815.79
20:07 - 20:08 01/06/2020,8816.11
20:08 - 20:09 01/06/2020,8816.79
20:09 - 20:10 01/06/2020,8818.51
20:10 - 20:11 01/06/2020,8820.71
20:11 - 20:12 01/06/2020,8822.29
20:12 - 20:13 01/06/2020,8827.97
20:13 - 20:14 01/06/2020,8828.9
20:14 - 20:15 01/06/2020,8828.82
20:15 - 20:16 01/06/2020,8828.42
20:16 - 20:17 01/06/2020,8828.01
20:17 - 20:18 01/06/2020,8827.88
20:18 - 20:19 01/06/2020,8828.45
20:19 - 20:20 01/06/2020,8827.81
20:20 - 20:21 01/06/2020,8829.22
20:21 - 20:22 01/06/2020,8828.63
20:22 - 20:23 01/06/2020,8827.97
20:23 - 20:24 01/06/2020,8827.11
20:24 - 20:25 01/06/2020,8826.62
20:25 - 20:26 01/06/2020,8824.44
20:26 - 20:27 01/06/2020,8823.74
20:27 - 20:28 01/06/2020,8824.68
20:28 - 20:29 01/06/2020,8824
20:29 - 20:30 01/06/2020,8825.19
20:30 - 20:31 01/06/2020,8824.83
20:31 - 20:32 01/06/2020,8823.42
20:32 - 20:33 01/06/2020,8823.57
20:33 - 20:34 01/06/2020,8823.11
20:34 - 20:35 01/06/2020,8822.35
20:35 - 20:36 01/06/2020,8822.27
20:36 - 20:37 01/06/2020,8823.7
20:37 - 20:38 01/06/2020,8822.72
20:38 - 20:39 01/06/2020,8822.28
20:39 - 20:40 01/06/2020,8821.86
20:40 - 20:41 01/06/2020,8821.94
20:41 - 20:42 01/06/2020,8821.63
20:42 - 20:43 01/06/2020,8821.4
20:43 - 20:44 01/06/2020,8821.1
20:44 - 20:45 01/06/2020,8821.44
20:45 - 20:46 01/06/2020,8822.13
20:46 - 20:47 01/06/2020,8821.32
20:47 - 20:48 01/06/2020,8821.77
20:48 - 20:49 01/06/2020,8822.03
20:49 - 20:50 01/06/2020,8821.52
20:50 - 20:51 01/06/2020,8821.99
20:51 - 20:52 01/06/2020,8823.62
20:52 - 20:53 01/06/2020,8822.75
20:53 - 20:54 01/06/2020,8823.11
20:54 - 20:55 01/06/2020,8823.23
20:55 - 20:56 01/06/2020,8823.34
20:56 - 20:57 01/06/2020,8824.02
20:57 - 20:58 01/06/2020,8824.26
20:58 - 20:59 01/06/2020,8824.64
20:59 - 21:00 01/06/2020,8823.88
21:00 - 21:01 01/06/2020,8824.45
21:01 - 21:02 01/06/2020,8824.23
21:02 - 21:03 01/06/2020,8823.14
21:03 - 21:04 01/06/2020,8824.09
21:04 - 21:05 01/06/2020,8822.93
21:05 - 21:06 01/06/2020,8821.33
21:06 - 21:07 01/06/2020,8820.87
21:07 - 21:08 01/06/2020,8821.75
21:08 - 21:09 01/06/2020,8823.3
21:09 - 21:10 01/06/2020,8823.76
21:10 - 21:11 01/06/2020,8826.88
21:11 - 21:12 01/06/2020,8827.6
21:12 - 21:13 01/06/2020,8826.54
21:13 - 21:14 01/06/2020,8827.62
21:14 - 21:15 01/06/2020,8829.53
21:15 - 21:16 01/06/2020,8830.27
21:16 - 21:17 01/06/2020,8831
21:17 - 21:18 01/06/2020,8831.57
21:18 - 21:19 01/06/2020,8829.94
21:19 - 21:20 01/06/2020,8828.29
21:20 - 21:21 01/06/2020,8827.98
21:21 - 21:22 01/06/2020,8827.58
21:22 - 21:23 01/06/2020,8829.01
21:23 - 21:24 01/06/2020,8830.67
21:24 - 21:25 01/06/2020,8830.85
21:25 - 21:26 01/06/2020,8831.81
21:26 - 21:27 01/06/2020,8832.33
21:27 - 21:28 01/06/2020,8829.43
21:28 - 21:29 01/06/2020,8828.25
21:29 - 21:30 01/06/2020,8827.33
21:30 - 21:31 01/06/2020,8825.17
21:31 - 21:32 01/06/2020,8827.17
21:32 - 21:33 01/06/2020,8827.05
21:33 - 21:34 01/06/2020,8827.33
21:34 - 21:35 01/06/2020,8828.49
21:35 - 21:36 01/06/2020,8828.09
21:36 - 21:37 01/06/2020,8827.68
21:37 - 21:38 01/06/2020,8828.46
21:38 - 21:39 01/06/2020,8829.8
21:39 - 21:40 01/06/2020,8830.75
21:40 - 21:41 01/06/2020,8833
21:41 - 21:42 01/06/2020,8831.36
21:42 - 21:43 01/06/2020,8830.66
21:43 - 21:44 01/06/2020,8832.39
21:44 - 21:45 01/06/2020,8834.2
21:45 - 21:46 01/06/2020,8835.14
21:46 - 21:47 01/06/2020,8837.17
21:47 - 21:48 01/06/2020,8839.32
21:48 - 21:49 01/06/2020,8840.18
21:49 - 21:50 01/06/2020,8840.57
21:50 - 21:51 01/06/2020,8842.15
21:51 - 21:52 01/06/2020,8843.69
21:52 - 21:53 01/06/2020,8844.08
21:53 - 21:54 01/06/2020,8846.02
21:54 - 21:55 01/06/2020,8847.31
21:55 - 21:56 01/06/2020,8845.73
21:56 - 21:57 01/06/2020,8846.15
21:57 - 21:58 01/06/2020,8845.65
21:58 - 21:59 01/06/2020,8848.4
21:59 - 22:00 01/06/2020,8847.13
22:00 - 22:01 01/06/2020,8848.52
22:01 - 22:02 01/06/2020,8848.52
22:02 - 22:03 01/06/2020,8848.52
22:03 - 22:04 01/06/2020,8848.52
22:04 - 22:05 01/06/2020,8848.52
22:05 - 22:06 01/06/2020,8848.52
22:06 - 22:07 01/06/2020,8848.52
22:07 - 22:08 01/06/2020,8848.52
22:08 - 22:09 01/06/2020,8848.52
