Tesla,Close
19:45 - 19:46 04/10/2020,146.7
19:46 - 19:47 04/10/2020,146.793
19:47 - 19:48 04/10/2020,147.076
19:48 - 19:49 04/10/2020,147.12
19:49 - 19:50 04/10/2020,147.064
19:50 - 19:51 04/10/2020,147.202
19:51 - 19:52 04/10/2020,147.355
19:52 - 19:53 04/10/2020,147.603
19:53 - 19:54 04/10/2020,147.604
19:54 - 19:55 04/10/2020,147.323
19:55 - 19:56 04/10/2020,147.416
19:56 - 19:57 04/10/2020,147.331
19:57 - 19:58 04/10/2020,147.351
19:58 - 19:59 04/10/2020,147.247
19:59 - 20:00 04/10/2020,147.31
20:00 - 20:01 04/10/2020,147.16
20:01 - 20:02 04/10/2020,146.832
20:02 - 20:03 04/10/2020,146.8
20:03 - 20:04 04/10/2020,146.2
20:04 - 20:05 04/10/2020,146.315
20:05 - 20:06 04/10/2020,146
20:06 - 20:07 04/10/2020,146.027
20:07 - 20:08 04/10/2020,146.242
20:08 - 20:09 04/10/2020,146.432
20:09 - 20:10 04/10/2020,146.129
20:10 - 20:11 04/10/2020,146.38
20:11 - 20:12 04/10/2020,146.16
20:12 - 20:13 04/10/2020,146
20:13 - 20:14 04/10/2020,146
20:14 - 20:15 04/10/2020,145.76
20:15 - 20:16 04/10/2020,146.064
20:16 - 20:17 04/10/2020,146.246
20:17 - 20:18 04/10/2020,146.013
20:18 - 20:19 04/10/2020,146.386
20:19 - 20:20 04/10/2020,146.52
20:20 - 20:21 04/10/2020,146.492
20:21 - 20:22 04/10/2020,146.24
20:22 - 20:23 04/10/2020,146.232
20:23 - 20:24 04/10/2020,146.301
20:24 - 20:25 04/10/2020,146.109
20:25 - 20:26 04/10/2020,146.036
20:26 - 20:27 04/10/2020,146.18
20:27 - 20:28 04/10/2020,145.966
20:28 - 20:29 04/10/2020,145.81
20:29 - 20:30 04/10/2020,145.674
20:30 - 20:31 04/10/2020,145.912
20:31 - 20:32 04/10/2020,145.227
20:32 - 20:33 04/10/2020,145.092
20:33 - 20:34 04/10/2020,144.495
20:34 - 20:35 04/10/2020,144.915
20:35 - 20:36 04/10/2020,145.337
20:36 - 20:37 04/10/2020,145.19
20:37 - 20:38 04/10/2020,144.903
20:38 - 20:39 04/10/2020,144.966
20:39 - 20:40 04/10/2020,144.642
20:40 - 20:41 04/10/2020,144.628
20:41 - 20:42 04/10/2020,144.406
20:42 - 20:43 04/10/2020,144.711
20:43 - 20:44 04/10/2020,144.618
20:44 - 20:45 04/10/2020,143.913
20:45 - 20:46 04/10/2020,143.688
20:46 - 20:47 04/10/2020,142.936
20:47 - 20:48 04/10/2020,142.794
20:48 - 20:49 04/10/2020,143.439
20:49 - 20:50 04/10/2020,143.686
20:50 - 20:51 04/10/2020,144.109
20:51 - 20:52 04/10/2020,143.924
20:52 - 20:53 04/10/2020,143.66
20:53 - 20:54 04/10/2020,143.914
20:54 - 20:55 04/10/2020,144.588
20:55 - 20:56 04/10/2020,144.663
20:56 - 20:57 04/10/2020,144.61
20:57 - 20:58 04/10/2020,144.62
20:58 - 20:59 04/10/2020,144.896
20:59 - 21:00 04/10/2020,144.864
21:00 - 21:01 04/10/2020,144.693
21:01 - 21:02 04/10/2020,144.137
21:02 - 21:03 04/10/2020,144.206
21:03 - 21:04 04/10/2020,144.498
21:04 - 21:05 04/10/2020,143.95
21:05 - 21:06 04/10/2020,143.637
21:06 - 21:07 04/10/2020,143.737
21:07 - 21:08 04/10/2020,143.82
21:08 - 21:09 04/10/2020,143.814
21:09 - 21:10 04/10/2020,143.76
21:10 - 21:11 04/10/2020,143.596
21:11 - 21:12 04/10/2020,143.618
21:12 - 21:13 04/10/2020,143.09
21:13 - 21:14 04/10/2020,143.389
21:14 - 21:15 04/10/2020,143.672
21:15 - 21:16 04/10/2020,142.858
21:16 - 21:17 04/10/2020,143.12
21:17 - 21:18 04/10/2020,142.9
21:18 - 21:19 04/10/2020,142.572
21:19 - 21:20 04/10/2020,142.822
21:20 - 21:21 04/10/2020,142.58
21:21 - 21:22 04/10/2020,142.624
21:22 - 21:23 04/10/2020,142.279
21:23 - 21:24 04/10/2020,142.112
21:24 - 21:25 04/10/2020,142.4
21:25 - 21:26 04/10/2020,142.838
21:26 - 21:27 04/10/2020,143.024
21:27 - 21:28 04/10/2020,143.183
21:28 - 21:29 04/10/2020,142.736
21:29 - 21:30 04/10/2020,143.059
21:30 - 21:31 04/10/2020,142.757
21:31 - 21:32 04/10/2020,142.861
21:32 - 21:33 04/10/2020,142.696
21:33 - 21:34 04/10/2020,143.018
21:34 - 21:35 04/10/2020,142.989
21:35 - 21:36 04/10/2020,142.7
21:36 - 21:37 04/10/2020,142.6
21:37 - 21:38 04/10/2020,142.544
21:38 - 21:39 04/10/2020,142.976
21:39 - 21:40 04/10/2020,142.676
21:40 - 21:41 04/10/2020,143.026
21:41 - 21:42 04/10/2020,143.072
21:42 - 21:43 04/10/2020,142.914
21:43 - 21:44 04/10/2020,143.196
21:44 - 21:45 04/10/2020,142.738
21:45 - 21:46 04/10/2020,142.818
21:46 - 21:47 04/10/2020,142.762
21:47 - 21:48 04/10/2020,142.456
21:48 - 21:49 04/10/2020,142.302
21:49 - 21:50 04/10/2020,142.284
21:50 - 21:51 04/10/2020,141.76
21:51 - 21:52 04/10/2020,141.602
21:52 - 21:53 04/10/2020,141.525
21:53 - 21:54 04/10/2020,141.1
21:54 - 21:55 04/10/2020,140.941
21:55 - 21:56 04/10/2020,141.302
21:56 - 21:57 04/10/2020,142.32
21:57 - 21:58 04/10/2020,142.334
21:58 - 21:59 04/10/2020,142.192
21:59 - 22:00 04/10/2020,141.978
15APR2020_00:00:00.000000 04/10/2020,
15:30 - 15:31 04/13/2020,146.669
15:31 - 15:32 04/13/2020,147.245
15:32 - 15:33 04/13/2020,148.66
15:33 - 15:34 04/13/2020,148.004
15:34 - 15:35 04/13/2020,148.557
15:35 - 15:36 04/13/2020,148.779
15:36 - 15:37 04/13/2020,148.712
15:37 - 15:38 04/13/2020,149.33
15:38 - 15:39 04/13/2020,149.694
15:39 - 15:40 04/13/2020,150.436
15:40 - 15:41 04/13/2020,148.814
15:41 - 15:42 04/13/2020,148.066
15:42 - 15:43 04/13/2020,147.906
15:43 - 15:44 04/13/2020,147.638
15:44 - 15:45 04/13/2020,147.034
15:45 - 15:46 04/13/2020,146.473
15:46 - 15:47 04/13/2020,147.458
15:47 - 15:48 04/13/2020,147.969
15:48 - 15:49 04/13/2020,148.318
15:49 - 15:50 04/13/2020,147.8
15:50 - 15:51 04/13/2020,148.073
15:51 - 15:52 04/13/2020,147.102
15:52 - 15:53 04/13/2020,147.175
15:53 - 15:54 04/13/2020,147.931
15:54 - 15:55 04/13/2020,147.644
15:55 - 15:56 04/13/2020,146.733
15:56 - 15:57 04/13/2020,147.34
15:57 - 15:58 04/13/2020,147.622
15:58 - 15:59 04/13/2020,147.723
15:59 - 16:00 04/13/2020,147.22
16:00 - 16:01 04/13/2020,146.887
16:01 - 16:02 04/13/2020,147.476
16:02 - 16:03 04/13/2020,147.09
16:03 - 16:04 04/13/2020,147.292
16:04 - 16:05 04/13/2020,147.288
16:05 - 16:06 04/13/2020,148.186
16:06 - 16:07 04/13/2020,148.536
16:07 - 16:08 04/13/2020,148.574
16:08 - 16:09 04/13/2020,148.482
16:09 - 16:10 04/13/2020,148.673
16:10 - 16:11 04/13/2020,149.352
16:11 - 16:12 04/13/2020,149.256
16:12 - 16:13 04/13/2020,148.934
16:13 - 16:14 04/13/2020,149.15
16:14 - 16:15 04/13/2020,148.829
16:15 - 16:16 04/13/2020,148.92
16:16 - 16:17 04/13/2020,148.23
16:17 - 16:18 04/13/2020,148.05
16:18 - 16:19 04/13/2020,148.246
16:19 - 16:20 04/13/2020,148.24
16:20 - 16:21 04/13/2020,148.516
16:21 - 16:22 04/13/2020,148.2
16:22 - 16:23 04/13/2020,147.784
16:23 - 16:24 04/13/2020,147.5
16:24 - 16:25 04/13/2020,147.855
16:25 - 16:26 04/13/2020,148.13
16:26 - 16:27 04/13/2020,147.69
16:27 - 16:28 04/13/2020,147.861
16:28 - 16:29 04/13/2020,147.649
16:29 - 16:30 04/13/2020,147.71
16:30 - 16:31 04/13/2020,147.735
16:31 - 16:32 04/13/2020,147.89
16:32 - 16:33 04/13/2020,147.813
16:33 - 16:34 04/13/2020,147.706
16:34 - 16:35 04/13/2020,147.28
16:35 - 16:36 04/13/2020,147.528
16:36 - 16:37 04/13/2020,147.388
16:37 - 16:38 04/13/2020,147.323
16:38 - 16:39 04/13/2020,146.972
16:39 - 16:40 04/13/2020,147.074
16:40 - 16:41 04/13/2020,146.419
16:41 - 16:42 04/13/2020,146.842
16:42 - 16:43 04/13/2020,147.147
16:43 - 16:44 04/13/2020,147.486
16:44 - 16:45 04/13/2020,147.066
16:45 - 16:46 04/13/2020,147.188
16:46 - 16:47 04/13/2020,147.135
16:47 - 16:48 04/13/2020,147.304
16:48 - 16:49 04/13/2020,147.874
16:49 - 16:50 04/13/2020,147.829
16:50 - 16:51 04/13/2020,147.61
16:51 - 16:52 04/13/2020,147.599
16:52 - 16:53 04/13/2020,147.881
16:53 - 16:54 04/13/2020,147.642
16:54 - 16:55 04/13/2020,147.68
16:55 - 16:56 04/13/2020,147.676
16:56 - 16:57 04/13/2020,148
16:57 - 16:58 04/13/2020,147.799
16:58 - 16:59 04/13/2020,147.933
16:59 - 17:00 04/13/2020,147.596
17:00 - 17:01 04/13/2020,147.696
17:01 - 17:02 04/13/2020,147.136
17:02 - 17:03 04/13/2020,147.095
17:03 - 17:04 04/13/2020,147.26
17:04 - 17:05 04/13/2020,147.2
17:05 - 17:06 04/13/2020,146.766
17:06 - 17:07 04/13/2020,146.96
17:07 - 17:08 04/13/2020,146.569
17:08 - 17:09 04/13/2020,147.024
17:09 - 17:10 04/13/2020,147.128
17:10 - 17:11 04/13/2020,147.322
17:11 - 17:12 04/13/2020,147.384
17:12 - 17:13 04/13/2020,147.376
17:13 - 17:14 04/13/2020,147.414
17:14 - 17:15 04/13/2020,147.042
17:15 - 17:16 04/13/2020,146.236
17:16 - 17:17 04/13/2020,146.008
17:17 - 17:18 04/13/2020,146.255
17:18 - 17:19 04/13/2020,146.024
17:19 - 17:20 04/13/2020,145.599
17:20 - 17:21 04/13/2020,145.445
17:21 - 17:22 04/13/2020,145.331
17:22 - 17:23 04/13/2020,144.657
17:23 - 17:24 04/13/2020,144.944
17:24 - 17:25 04/13/2020,144.204
17:25 - 17:26 04/13/2020,144.37
17:26 - 17:27 04/13/2020,144.657
17:27 - 17:28 04/13/2020,144.331
17:28 - 17:29 04/13/2020,144.688
17:29 - 17:30 04/13/2020,145.301
17:30 - 17:31 04/13/2020,145.6
17:31 - 17:32 04/13/2020,145.166
17:32 - 17:33 04/13/2020,145.141
17:33 - 17:34 04/13/2020,145.282
17:34 - 17:35 04/13/2020,144.665
17:35 - 17:36 04/13/2020,145.078
17:36 - 17:37 04/13/2020,145.068
17:37 - 17:38 04/13/2020,144.95
17:38 - 17:39 04/13/2020,144.998
17:39 - 17:40 04/13/2020,144.728
17:40 - 17:41 04/13/2020,144.43
17:41 - 17:42 04/13/2020,144.057
17:42 - 17:43 04/13/2020,144.434
17:43 - 17:44 04/13/2020,144.555
17:44 - 17:45 04/13/2020,144.517
17:45 - 17:46 04/13/2020,144.298
17:46 - 17:47 04/13/2020,144.339
17:47 - 17:48 04/13/2020,143.914
17:48 - 17:49 04/13/2020,142.668
17:49 - 17:50 04/13/2020,142.638
17:50 - 17:51 04/13/2020,143.195
17:51 - 17:52 04/13/2020,143.054
17:52 - 17:53 04/13/2020,143.294
17:53 - 17:54 04/13/2020,143.255
17:54 - 17:55 04/13/2020,143.4
17:55 - 17:56 04/13/2020,143.877
17:56 - 17:57 04/13/2020,143.661
17:57 - 17:58 04/13/2020,143.748
17:58 - 17:59 04/13/2020,143.429
17:59 - 18:00 04/13/2020,143.742
18:00 - 18:01 04/13/2020,143.746
18:01 - 18:02 04/13/2020,144.357
18:02 - 18:03 04/13/2020,144.918
18:03 - 18:04 04/13/2020,145.072
18:04 - 18:05 04/13/2020,144.988
18:05 - 18:06 04/13/2020,144.63
18:06 - 18:07 04/13/2020,144.604
18:07 - 18:08 04/13/2020,144.91
18:08 - 18:09 04/13/2020,144.584
18:09 - 18:10 04/13/2020,144.316
18:10 - 18:11 04/13/2020,144.158
18:11 - 18:12 04/13/2020,144.548
18:12 - 18:13 04/13/2020,144.688
18:13 - 18:14 04/13/2020,144.757
18:14 - 18:15 04/13/2020,144.981
18:15 - 18:16 04/13/2020,145.672
18:16 - 18:17 04/13/2020,145.68
18:17 - 18:18 04/13/2020,145.225
18:18 - 18:19 04/13/2020,145.061
18:19 - 18:20 04/13/2020,144.948
18:20 - 18:21 04/13/2020,145.473
18:21 - 18:22 04/13/2020,145.187
18:22 - 18:23 04/13/2020,145.314
18:23 - 18:24 04/13/2020,145.312
18:24 - 18:25 04/13/2020,144.996
18:25 - 18:26 04/13/2020,145.061
18:26 - 18:27 04/13/2020,144.768
18:27 - 18:28 04/13/2020,144.638
18:28 - 18:29 04/13/2020,144.998
18:29 - 18:30 04/13/2020,145
18:30 - 18:31 04/13/2020,145.038
18:31 - 18:32 04/13/2020,144.676
18:32 - 18:33 04/13/2020,144.658
18:33 - 18:34 04/13/2020,144.998
18:34 - 18:35 04/13/2020,144.778
18:35 - 18:36 04/13/2020,144.608
18:36 - 18:37 04/13/2020,144.4
18:37 - 18:38 04/13/2020,144.401
18:38 - 18:39 04/13/2020,144.14
18:39 - 18:40 04/13/2020,143.772
18:40 - 18:41 04/13/2020,143.865
18:41 - 18:42 04/13/2020,144.01
18:42 - 18:43 04/13/2020,144.584
18:43 - 18:44 04/13/2020,144.62
18:44 - 18:45 04/13/2020,144.755
18:45 - 18:46 04/13/2020,144.51
18:46 - 18:47 04/13/2020,144.273
18:47 - 18:48 04/13/2020,144.222
18:48 - 18:49 04/13/2020,144.498
18:49 - 18:50 04/13/2020,144.599
18:50 - 18:51 04/13/2020,145.181
18:51 - 18:52 04/13/2020,145.178
18:52 - 18:53 04/13/2020,145.052
18:53 - 18:54 04/13/2020,144.731
18:54 - 18:55 04/13/2020,144.7
18:55 - 18:56 04/13/2020,144.372
18:56 - 18:57 04/13/2020,144.792
18:57 - 18:58 04/13/2020,144.838
18:58 - 18:59 04/13/2020,145.086
18:59 - 19:00 04/13/2020,144.97
19:00 - 19:01 04/13/2020,144.654
19:01 - 19:02 04/13/2020,144.918
19:02 - 19:03 04/13/2020,145.1
19:03 - 19:04 04/13/2020,145.32
19:04 - 19:05 04/13/2020,145.6
19:05 - 19:06 04/13/2020,145.4
19:06 - 19:07 04/13/2020,145.875
19:07 - 19:08 04/13/2020,146.162
19:08 - 19:09 04/13/2020,146.447
19:09 - 19:10 04/13/2020,146.15
19:10 - 19:11 04/13/2020,146.805
19:11 - 19:12 04/13/2020,146.398
19:12 - 19:13 04/13/2020,146.355
19:13 - 19:14 04/13/2020,146.264
19:14 - 19:15 04/13/2020,146.744
19:15 - 19:16 04/13/2020,146.316
19:16 - 19:17 04/13/2020,146.434
19:17 - 19:18 04/13/2020,147.15
19:18 - 19:19 04/13/2020,147.287
19:19 - 19:20 04/13/2020,147.182
19:20 - 19:21 04/13/2020,146.936
19:21 - 19:22 04/13/2020,146.769
19:22 - 19:23 04/13/2020,146.732
19:23 - 19:24 04/13/2020,146.882
19:24 - 19:25 04/13/2020,146.913
19:25 - 19:26 04/13/2020,146.671
19:26 - 19:27 04/13/2020,146.294
19:27 - 19:28 04/13/2020,145.61
19:28 - 19:29 04/13/2020,145.936
19:29 - 19:30 04/13/2020,146.022
19:30 - 19:31 04/13/2020,145.672
19:31 - 19:32 04/13/2020,145.746
19:32 - 19:33 04/13/2020,145.79
19:33 - 19:34 04/13/2020,145.854
19:34 - 19:35 04/13/2020,145.768
19:35 - 19:36 04/13/2020,146.15
19:36 - 19:37 04/13/2020,145.8
19:37 - 19:38 04/13/2020,145.6
19:38 - 19:39 04/13/2020,145.37
19:39 - 19:40 04/13/2020,145.312
19:40 - 19:41 04/13/2020,145.654
19:41 - 19:42 04/13/2020,145.082
19:42 - 19:43 04/13/2020,145.343
19:43 - 19:44 04/13/2020,145.56
19:44 - 19:45 04/13/2020,145.449
19:45 - 19:46 04/13/2020,145.792
19:46 - 19:47 04/13/2020,145.946
19:47 - 19:48 04/13/2020,145.692
19:48 - 19:49 04/13/2020,145.581
19:49 - 19:50 04/13/2020,145.667
19:50 - 19:51 04/13/2020,145.693
19:51 - 19:52 04/13/2020,145.496
19:52 - 19:53 04/13/2020,145.381
19:53 - 19:54 04/13/2020,145.64
19:54 - 19:55 04/13/2020,145.422
19:55 - 19:56 04/13/2020,145.622
19:56 - 19:57 04/13/2020,145.401
19:57 - 19:58 04/13/2020,145.553
19:58 - 19:59 04/13/2020,145.745
19:59 - 20:00 04/13/2020,145.585
20:00 - 20:01 04/13/2020,146.126
20:01 - 20:02 04/13/2020,146.28
20:02 - 20:03 04/13/2020,146.315
20:03 - 20:04 04/13/2020,146.388
20:04 - 20:05 04/13/2020,146.172
20:05 - 20:06 04/13/2020,146.093
20:06 - 20:07 04/13/2020,146.288
20:07 - 20:08 04/13/2020,146.61
20:08 - 20:09 04/13/2020,146.351
20:09 - 20:10 04/13/2020,146.347
20:10 - 20:11 04/13/2020,146.24
20:11 - 20:12 04/13/2020,146.204
20:12 - 20:13 04/13/2020,146.35
20:13 - 20:14 04/13/2020,146.51
20:14 - 20:15 04/13/2020,146.21
20:15 - 20:16 04/13/2020,145.884
20:16 - 20:17 04/13/2020,146.117
20:17 - 20:18 04/13/2020,146.176
20:18 - 20:19 04/13/2020,146.126
20:19 - 20:20 04/13/2020,145.996
20:20 - 20:21 04/13/2020,145.955
20:21 - 20:22 04/13/2020,145.99
20:22 - 20:23 04/13/2020,146.112
20:23 - 20:24 04/13/2020,146.132
20:24 - 20:25 04/13/2020,145.87
20:25 - 20:26 04/13/2020,145.531
20:26 - 20:27 04/13/2020,145.662
20:27 - 20:28 04/13/2020,145.634
20:28 - 20:29 04/13/2020,145.745
20:29 - 20:30 04/13/2020,145.953
20:30 - 20:31 04/13/2020,145.996
20:31 - 20:32 04/13/2020,145.955
20:32 - 20:33 04/13/2020,145.904
20:33 - 20:34 04/13/2020,146.139
20:34 - 20:35 04/13/2020,146.598
20:35 - 20:36 04/13/2020,146.783
20:36 - 20:37 04/13/2020,146.886
20:37 - 20:38 04/13/2020,146.775
20:38 - 20:39 04/13/2020,147.076
20:39 - 20:40 04/13/2020,146.828
20:40 - 20:41 04/13/2020,147.102
20:41 - 20:42 04/13/2020,147.048
20:42 - 20:43 04/13/2020,147.175
20:43 - 20:44 04/13/2020,146.944
20:44 - 20:45 04/13/2020,146.967
20:45 - 20:46 04/13/2020,146.8
20:46 - 20:47 04/13/2020,146.94
20:47 - 20:48 04/13/2020,146.746
20:48 - 20:49 04/13/2020,146.766
20:49 - 20:50 04/13/2020,146.77
20:50 - 20:51 04/13/2020,146.3
20:51 - 20:52 04/13/2020,146.352
20:52 - 20:53 04/13/2020,146.416
20:53 - 20:54 04/13/2020,146.663
20:54 - 20:55 04/13/2020,146.42
20:55 - 20:56 04/13/2020,146.476
20:56 - 20:57 04/13/2020,146.511
20:57 - 20:58 04/13/2020,146.873
20:58 - 20:59 04/13/2020,146.83
20:59 - 21:00 04/13/2020,146.474
21:00 - 21:01 04/13/2020,146.48
21:01 - 21:02 04/13/2020,146.486
21:02 - 21:03 04/13/2020,146.298
21:03 - 21:04 04/13/2020,145.834
21:04 - 21:05 04/13/2020,145.904
21:05 - 21:06 04/13/2020,146.022
21:06 - 21:07 04/13/2020,145.666
21:07 - 21:08 04/13/2020,145.293
21:08 - 21:09 04/13/2020,145.09
21:09 - 21:10 04/13/2020,145.47
21:10 - 21:11 04/13/2020,145.139
21:11 - 21:12 04/13/2020,145.001
21:12 - 21:13 04/13/2020,145.344
21:13 - 21:14 04/13/2020,145.526
21:14 - 21:15 04/13/2020,145.378
21:15 - 21:16 04/13/2020,145.314
21:16 - 21:17 04/13/2020,145.588
21:17 - 21:18 04/13/2020,145.818
21:18 - 21:19 04/13/2020,146
21:19 - 21:20 04/13/2020,145.866
21:20 - 21:21 04/13/2020,145.64
21:21 - 21:22 04/13/2020,145.604
21:22 - 21:23 04/13/2020,145.354
21:23 - 21:24 04/13/2020,145.07
21:24 - 21:25 04/13/2020,145.373
21:25 - 21:26 04/13/2020,144.802
21:26 - 21:27 04/13/2020,144.586
21:27 - 21:28 04/13/2020,144.82
21:28 - 21:29 04/13/2020,144.733
21:29 - 21:30 04/13/2020,144.852
21:30 - 21:31 04/13/2020,144.636
21:31 - 21:32 04/13/2020,144.798
21:32 - 21:33 04/13/2020,144.597
21:33 - 21:34 04/13/2020,144.496
21:34 - 21:35 04/13/2020,144.497
21:35 - 21:36 04/13/2020,144.686
21:36 - 21:37 04/13/2020,144.879
21:37 - 21:38 04/13/2020,145.099
21:38 - 21:39 04/13/2020,145.339
21:39 - 21:40 04/13/2020,145.03
21:40 - 21:41 04/13/2020,144.6
21:41 - 21:42 04/13/2020,144.676
21:42 - 21:43 04/13/2020,144.646
21:43 - 21:44 04/13/2020,145.163
21:44 - 21:45 04/13/2020,145.478
21:45 - 21:46 04/13/2020,145.701
21:46 - 21:47 04/13/2020,145.5
21:47 - 21:48 04/13/2020,145.444
21:48 - 21:49 04/13/2020,145.764
21:49 - 21:50 04/13/2020,145.428
21:50 - 21:51 04/13/2020,145.667
21:51 - 21:52 04/13/2020,145.252
21:52 - 21:53 04/13/2020,145.204
21:53 - 21:54 04/13/2020,145.281
21:54 - 21:55 04/13/2020,145.34
21:55 - 21:56 04/13/2020,145.8
21:56 - 21:57 04/13/2020,145.941
21:57 - 21:58 04/13/2020,145.978
21:58 - 21:59 04/13/2020,145.997
21:59 - 22:00 04/13/2020,145.966
16APR2020_00:00:00.000000 04/13/2020,
15:30 - 15:31 04/14/2020,143.743
15:31 - 15:32 04/14/2020,144.528
15:32 - 15:33 04/14/2020,143.19
15:33 - 15:34 04/14/2020,142.526
15:34 - 15:35 04/14/2020,141.72
15:35 - 15:36 04/14/2020,141.974
15:36 - 15:37 04/14/2020,142.314
15:37 - 15:38 04/14/2020,142.33
15:38 - 15:39 04/14/2020,142.866
15:39 - 15:40 04/14/2020,142.888
15:40 - 15:41 04/14/2020,143.521
15:41 - 15:42 04/14/2020,143.753
15:42 - 15:43 04/14/2020,143.937
15:43 - 15:44 04/14/2020,143.515
15:44 - 15:45 04/14/2020,144.106
15:45 - 15:46 04/14/2020,144.632
15:46 - 15:47 04/14/2020,144.372
15:47 - 15:48 04/14/2020,143.682
15:48 - 15:49 04/14/2020,143.532
15:49 - 15:50 04/14/2020,143.196
15:50 - 15:51 04/14/2020,143.012
15:51 - 15:52 04/14/2020,142.76
15:52 - 15:53 04/14/2020,143.546
15:53 - 15:54 04/14/2020,143.521
15:54 - 15:55 04/14/2020,143.864
15:55 - 15:56 04/14/2020,144.199
15:56 - 15:57 04/14/2020,144.201
15:57 - 15:58 04/14/2020,144.088
15:58 - 15:59 04/14/2020,143.816
15:59 - 16:00 04/14/2020,143.449
16:00 - 16:01 04/14/2020,143.748
16:01 - 16:02 04/14/2020,143.102
16:02 - 16:03 04/14/2020,143.338
16:03 - 16:04 04/14/2020,143.445
16:04 - 16:05 04/14/2020,143.23
16:05 - 16:06 04/14/2020,143.82
16:06 - 16:07 04/14/2020,143.798
16:07 - 16:08 04/14/2020,144.015
16:08 - 16:09 04/14/2020,143.948
16:09 - 16:10 04/14/2020,143.678
16:10 - 16:11 04/14/2020,143.496
16:11 - 16:12 04/14/2020,143.14
16:12 - 16:13 04/14/2020,143.038
16:13 - 16:14 04/14/2020,143.076
16:14 - 16:15 04/14/2020,143.151
16:15 - 16:16 04/14/2020,143.484
16:16 - 16:17 04/14/2020,143.078
16:17 - 16:18 04/14/2020,143.238
16:18 - 16:19 04/14/2020,143.51
16:19 - 16:20 04/14/2020,143.686
16:20 - 16:21 04/14/2020,143.912
16:21 - 16:22 04/14/2020,144.06
16:22 - 16:23 04/14/2020,144.189
16:23 - 16:24 04/14/2020,144.251
16:24 - 16:25 04/14/2020,144.493
16:25 - 16:26 04/14/2020,144.084
16:26 - 16:27 04/14/2020,144.664
16:27 - 16:28 04/14/2020,145.064
16:28 - 16:29 04/14/2020,145.048
16:29 - 16:30 04/14/2020,145.4
16:30 - 16:31 04/14/2020,145.14
16:31 - 16:32 04/14/2020,144.743
16:32 - 16:33 04/14/2020,144.738
16:33 - 16:34 04/14/2020,144.734
16:34 - 16:35 04/14/2020,144.92
16:35 - 16:36 04/14/2020,144.99
16:36 - 16:37 04/14/2020,145.002
16:37 - 16:38 04/14/2020,145.072
16:38 - 16:39 04/14/2020,144.79
16:39 - 16:40 04/14/2020,144.934
16:40 - 16:41 04/14/2020,145.297
16:41 - 16:42 04/14/2020,145.922
16:42 - 16:43 04/14/2020,146.501
16:43 - 16:44 04/14/2020,146.512
16:44 - 16:45 04/14/2020,147.136
16:45 - 16:46 04/14/2020,146.506
16:46 - 16:47 04/14/2020,146.8
16:47 - 16:48 04/14/2020,146.69
16:48 - 16:49 04/14/2020,146.968
16:49 - 16:50 04/14/2020,147.279
16:50 - 16:51 04/14/2020,147.926
16:51 - 16:52 04/14/2020,147.66
16:52 - 16:53 04/14/2020,147.194
16:53 - 16:54 04/14/2020,147.432
16:54 - 16:55 04/14/2020,147.075
16:55 - 16:56 04/14/2020,147.069
16:56 - 16:57 04/14/2020,147.216
16:57 - 16:58 04/14/2020,147.4
16:58 - 16:59 04/14/2020,147.43
16:59 - 17:00 04/14/2020,146.986
17:00 - 17:01 04/14/2020,147.1
17:01 - 17:02 04/14/2020,147.186
17:02 - 17:03 04/14/2020,147.102
17:03 - 17:04 04/14/2020,147.74
17:04 - 17:05 04/14/2020,147.647
17:05 - 17:06 04/14/2020,148.354
17:06 - 17:07 04/14/2020,148.692
17:07 - 17:08 04/14/2020,148.555
17:08 - 17:09 04/14/2020,149.193
17:09 - 17:10 04/14/2020,148.906
17:10 - 17:11 04/14/2020,148.629
17:11 - 17:12 04/14/2020,148.888
17:12 - 17:13 04/14/2020,148.418
17:13 - 17:14 04/14/2020,148.893
17:14 - 17:15 04/14/2020,148.464
17:15 - 17:16 04/14/2020,148.68
17:16 - 17:17 04/14/2020,148.762
17:17 - 17:18 04/14/2020,149.357
17:18 - 17:19 04/14/2020,149.58
17:19 - 17:20 04/14/2020,149.581
17:20 - 17:21 04/14/2020,149.233
17:21 - 17:22 04/14/2020,149.088
17:22 - 17:23 04/14/2020,149.402
17:23 - 17:24 04/14/2020,149.739
17:24 - 17:25 04/14/2020,150.215
17:25 - 17:26 04/14/2020,150.334
17:26 - 17:27 04/14/2020,150.781
17:27 - 17:28 04/14/2020,151.41
17:28 - 17:29 04/14/2020,151.628
17:29 - 17:30 04/14/2020,151.141
17:30 - 17:31 04/14/2020,151.322
17:31 - 17:32 04/14/2020,150.562
17:32 - 17:33 04/14/2020,150.128
17:33 - 17:34 04/14/2020,150.08
17:34 - 17:35 04/14/2020,149.988
17:35 - 17:36 04/14/2020,150.678
17:36 - 17:37 04/14/2020,150.965
17:37 - 17:38 04/14/2020,150.746
17:38 - 17:39 04/14/2020,150.05
17:39 - 17:40 04/14/2020,150.234
17:40 - 17:41 04/14/2020,150.136
17:41 - 17:42 04/14/2020,150.124
17:42 - 17:43 04/14/2020,150.298
17:43 - 17:44 04/14/2020,150.517
17:44 - 17:45 04/14/2020,150.488
17:45 - 17:46 04/14/2020,150.391
17:46 - 17:47 04/14/2020,149.549
17:47 - 17:48 04/14/2020,149.162
17:48 - 17:49 04/14/2020,149.204
