Date,Close,Open,High,Low
"Jul 23, 2015",1.0983,1.0928,1.1019,1.0922
"Jul 24, 2015",1.0984,1.0983,1.0997,1.0926
"Jul 27, 2015",1.1094,1.0974,1.113,1.097
"Jul 28, 2015",1.1059,1.1089,1.1101,1.1022
"Jul 29, 2015",1.0986,1.1061,1.1086,1.0967
"Jul 30, 2015",1.0933,1.0987,1.0992,1.0894
"Jul 31, 2015",1.0988,1.0934,1.1114,1.0921
"Aug 03, 2015",1.0951,1.097,1.0997,1.0941
"Aug 04, 2015",1.0882,1.0951,1.0989,1.0877
"Aug 05, 2015",1.0906,1.0883,1.0938,1.0849
"Aug 06, 2015",1.0925,1.0909,1.0944,1.0876
"Aug 07, 2015",1.0968,1.093,1.0981,1.0857
"Aug 10, 2015",1.1019,1.0969,1.1044,1.0927
"Aug 11, 2015",1.104,1.1019,1.1088,1.096
"Aug 12, 2015",1.1157,1.104,1.1212,1.1023
"Aug 13, 2015",1.1149,1.1157,1.1189,1.108
"Aug 14, 2015",1.1107,1.1149,1.1189,1.1096
"Aug 17, 2015",1.1081,1.1106,1.1125,1.1058
"Aug 18, 2015",1.1021,1.1083,1.1096,1.1018
"Aug 19, 2015",1.1119,1.1023,1.1137,1.1019
"Aug 20, 2015",1.1242,1.1117,1.1246,1.1105
"Aug 21, 2015",1.1389,1.1244,1.1393,1.1229
"Aug 24, 2015",1.162,1.1363,1.1713,1.1363
"Aug 25, 2015",1.1517,1.1619,1.1625,1.1399
"Aug 26, 2015",1.1315,1.1515,1.1561,1.129
"Aug 27, 2015",1.1245,1.1314,1.1366,1.1204
"Aug 28, 2015",1.1179,1.1247,1.131,1.1156
"Aug 31, 2015",1.1214,1.1176,1.1265,1.1162
"Sep 01, 2015",1.1319,1.1211,1.1333,1.1206
"Sep 02, 2015",1.1227,1.1311,1.1319,1.1214
"Sep 03, 2015",1.1124,1.1227,1.1246,1.1088
"Sep 04, 2015",1.1147,1.1124,1.1181,1.1089
"Sep 07, 2015",1.1168,1.1157,1.1178,1.112
"Sep 08, 2015",1.12,1.117,1.1229,1.1152
"Sep 09, 2015",1.1207,1.1202,1.1219,1.1133
"Sep 10, 2015",1.128,1.1209,1.1299,1.1174
"Sep 11, 2015",1.134,1.1279,1.1349,1.1254
"Sep 14, 2015",1.1321,1.1338,1.1375,1.1285
"Sep 15, 2015",1.1267,1.1313,1.1328,1.1258
"Sep 16, 2015",1.129,1.1267,1.1321,1.1212
"Sep 17, 2015",1.1437,1.129,1.1442,1.1284
"Sep 18, 2015",1.1305,1.1435,1.146,1.1267
"Sep 21, 2015",1.1189,1.1284,1.1332,1.1183
"Sep 22, 2015",1.112,1.1188,1.1209,1.1114
"Sep 23, 2015",1.1187,1.112,1.1214,1.1105
"Sep 24, 2015",1.123,1.1185,1.1296,1.1164
"Sep 25, 2015",1.1195,1.1227,1.1231,1.1115
"Sep 28, 2015",1.1246,1.1195,1.125,1.1149
"Sep 29, 2015",1.1249,1.1247,1.1285,1.1196
"Sep 30, 2015",1.1177,1.1246,1.1262,1.1157
"Oct 01, 2015",1.1195,1.1176,1.121,1.1134
"Oct 02, 2015",1.1211,1.1196,1.1319,1.1151
"Oct 05, 2015",1.1185,1.122,1.129,1.117
"Oct 06, 2015",1.1271,1.1193,1.1282,1.1174
"Oct 07, 2015",1.1235,1.1269,1.1284,1.121
"Oct 08, 2015",1.1279,1.1235,1.1325,1.1232
"Oct 09, 2015",1.1358,1.1282,1.1391,1.1269
"Oct 12, 2015",1.1355,1.1355,1.1397,1.1351
"Oct 13, 2015",1.1379,1.1358,1.1413,1.1346
"Oct 14, 2015",1.1473,1.1378,1.149,1.1374
"Oct 15, 2015",1.1383,1.1474,1.1496,1.1363
"Oct 16, 2015",1.1347,1.1383,1.1397,1.1334
"Oct 19, 2015",1.1327,1.1352,1.1382,1.1307
"Oct 20, 2015",1.1345,1.1326,1.1387,1.1324
"Oct 21, 2015",1.1339,1.1347,1.138,1.1335
"Oct 22, 2015",1.1107,1.1338,1.1351,1.1098
"Oct 23, 2015",1.1018,1.1111,1.1142,1.0997
"Oct 26, 2015",1.1056,1.1008,1.1069,1.0987
"Oct 27, 2015",1.1048,1.1056,1.1079,1.1029
"Oct 28, 2015",1.092,1.105,1.1096,1.0894
"Oct 29, 2015",1.0976,1.0924,1.0985,1.0903
"Oct 30, 2015",1.1006,1.0976,1.1073,1.0964
"Nov 02, 2015",1.1015,1.1015,1.1053,1.1001
"Nov 03, 2015",1.0968,1.1014,1.1031,1.0936
"Nov 04, 2015",1.0863,1.0962,1.0968,1.0842
"Nov 05, 2015",1.0884,1.0865,1.0898,1.0835
"Nov 06, 2015",1.0741,1.0886,1.0896,1.0709
"Nov 09, 2015",1.0752,1.0738,1.0793,1.0719
"Nov 10, 2015",1.0724,1.0751,1.0764,1.0673
"Nov 11, 2015",1.0744,1.0724,1.0774,1.0705
"Nov 12, 2015",1.0817,1.0743,1.0829,1.069
"Nov 13, 2015",1.0779,1.0816,1.0818,1.0715
"Nov 16, 2015",1.0686,1.0751,1.0781,1.0675
"Nov 17, 2015",1.0644,1.069,1.0696,1.0633
"Nov 18, 2015",1.0659,1.064,1.0694,1.0617
"Nov 19, 2015",1.0734,1.0657,1.0764,1.0654
"Nov 20, 2015",1.0646,1.0736,1.0745,1.0641
"Nov 23, 2015",1.0636,1.0647,1.0658,1.0593
"Nov 24, 2015",1.0641,1.0634,1.0674,1.062
"Nov 25, 2015",1.0627,1.0642,1.069,1.0566
"Nov 26, 2015",1.061,1.0627,1.0633,1.06
"Nov 27, 2015",1.0593,1.061,1.064,1.057
"Nov 30, 2015",1.0564,1.0591,1.0596,1.0558
"Dec 01, 2015",1.0631,1.0566,1.0638,1.0562
"Dec 02, 2015",1.0615,1.0633,1.0644,1.0553
"Dec 03, 2015",1.0941,1.0616,1.0983,1.0541
"Dec 04, 2015",1.0886,1.0939,1.0957,1.0837
"Dec 07, 2015",1.0835,1.0859,1.0888,1.0795
"Dec 08, 2015",1.0894,1.0835,1.0901,1.0827
"Dec 09, 2015",1.1025,1.0888,1.1042,1.0877
"Dec 10, 2015",1.0941,1.1027,1.1029,1.0924
"Dec 11, 2015",1.0989,1.0943,1.1033,1.0926
"Dec 14, 2015",1.0992,1.0985,1.105,1.0946
"Dec 15, 2015",1.0928,1.0991,1.1059,1.0903
"Dec 16, 2015",1.0913,1.0932,1.1008,1.0888
"Dec 17, 2015",1.0825,1.0915,1.0915,1.08
"Dec 18, 2015",1.0868,1.0828,1.0877,1.0806
"Dec 21, 2015",1.0915,1.0863,1.0941,1.0848
"Dec 22, 2015",1.0955,1.0913,1.0985,1.0901
"Dec 23, 2015",1.0909,1.0955,1.0957,1.0869
"Dec 24, 2015",1.0972,1.0913,1.0976,1.0903
"Dec 25, 2015",1.0977,1.0973,1.0979,1.0945
"Dec 28, 2015",1.0968,1.0965,1.0995,1.0951
"Dec 29, 2015",1.0917,1.0968,1.0992,1.0899
"Dec 30, 2015",1.0932,1.092,1.0947,1.0903
"Dec 31, 2015",1.0861,1.0932,1.0938,1.085
"Jan 01, 2016",1.086,1.0862,1.0869,1.0845
"Jan 04, 2016",1.0831,1.0858,1.0949,1.0783
"Jan 05, 2016",1.0748,1.0831,1.084,1.0711
"Jan 06, 2016",1.0781,1.0749,1.0802,1.0721
"Jan 07, 2016",1.0936,1.0779,1.0941,1.077
"Jan 08, 2016",1.0932,1.0934,1.0936,1.0804
"Jan 11, 2016",1.086,1.0923,1.0969,1.0847
"Jan 12, 2016",1.0857,1.0859,1.0904,1.0822
"Jan 13, 2016",1.0877,1.0858,1.0891,1.0807
"Jan 14, 2016",1.0865,1.088,1.0945,1.0835
"Jan 15, 2016",1.0917,1.0866,1.0987,1.0855
"Jan 18, 2016",1.0892,1.0918,1.0941,1.0869
"Jan 19, 2016",1.0909,1.0892,1.0941,1.0861
"Jan 20, 2016",1.0891,1.091,1.0977,1.0877
"Jan 21, 2016",1.0874,1.0893,1.0922,1.0779
"Jan 22, 2016",1.0797,1.0874,1.0879,1.079
"Jan 25, 2016",1.0849,1.0799,1.0858,1.0788
"Jan 26, 2016",1.0871,1.085,1.0875,1.0819
"Jan 27, 2016",1.0893,1.0871,1.0917,1.0851
"Jan 28, 2016",1.0939,1.0891,1.0969,1.0869
"Jan 29, 2016",1.0837,1.0938,1.0951,1.0812
"Feb 01, 2016",1.0888,1.0833,1.0915,1.0814
"Feb 02, 2016",1.0919,1.0892,1.0944,1.0886
"Feb 03, 2016",1.1104,1.0917,1.1146,1.0903
"Feb 04, 2016",1.1208,1.1104,1.124,1.107
"Feb 05, 2016",1.1159,1.1209,1.1246,1.111
"Feb 08, 2016",1.1198,1.1159,1.1218,1.1087
"Feb 09, 2016",1.1293,1.1197,1.1339,1.1163
"Feb 10, 2016",1.129,1.1292,1.1311,1.1159
"Feb 11, 2016",1.1324,1.1292,1.1378,1.1274
"Feb 12, 2016",1.126,1.1328,1.1335,1.1215
"Feb 15, 2016",1.1155,1.1251,1.1253,1.1127
"Feb 16, 2016",1.1144,1.1155,1.1196,1.1123
"Feb 17, 2016",1.1128,1.1143,1.118,1.1104
"Feb 18, 2016",1.1107,1.113,1.1153,1.1072
"Feb 19, 2016",1.1134,1.1107,1.114,1.1067
"Feb 22, 2016",1.1029,1.1128,1.1137,1.1003
"Feb 23, 2016",1.102,1.1031,1.1055,1.0991
"Feb 24, 2016",1.1013,1.1019,1.1047,1.0957
"Feb 25, 2016",1.1023,1.1014,1.1052,1.0987
"Feb 26, 2016",1.0934,1.102,1.1071,1.0913
"Feb 29, 2016",1.0873,1.0932,1.0964,1.0858
"Mar 01, 2016",1.0867,1.0873,1.0896,1.0835
"Mar 02, 2016",1.0868,1.0868,1.0881,1.0825
"Mar 03, 2016",1.0957,1.0867,1.0974,1.0853
"Mar 04, 2016",1.1004,1.0958,1.1045,1.0903
"Mar 07, 2016",1.1014,1.1008,1.1027,1.094
"Mar 08, 2016",1.1011,1.1014,1.1059,1.0992
"Mar 09, 2016",1.0999,1.1012,1.1037,1.0946
"Mar 10, 2016",1.1177,1.0998,1.1218,1.0821
"Mar 11, 2016",1.1153,1.1177,1.1212,1.1081
"Mar 14, 2016",1.1106,1.1151,1.1177,1.1076
"Mar 15, 2016",1.1109,1.11,1.1125,1.1071
"Mar 16, 2016",1.1225,1.111,1.1245,1.1058
"Mar 17, 2016",1.1319,1.1224,1.1344,1.1205
"Mar 18, 2016",1.127,1.1319,1.1339,1.1257
"Mar 21, 2016",1.1241,1.127,1.1286,1.1235
"Mar 22, 2016",1.1217,1.1245,1.1263,1.119
"Mar 23, 2016",1.1184,1.1218,1.1224,1.1158
"Mar 24, 2016",1.1174,1.1179,1.1188,1.1143
"Mar 25, 2016",1.1166,1.1176,1.1189,1.1153
"Mar 28, 2016",1.1196,1.1164,1.1221,1.1154
"Mar 29, 2016",1.1291,1.1198,1.1305,1.1168
"Mar 30, 2016",1.1338,1.129,1.1366,1.1281
"Mar 31, 2016",1.138,1.1338,1.1413,1.1309
"Apr 01, 2016",1.1387,1.138,1.1439,1.1334
"Apr 04, 2016",1.1392,1.1393,1.1414,1.1357
"Apr 05, 2016",1.1384,1.1389,1.1406,1.1336
"Apr 06, 2016",1.1399,1.1384,1.1434,1.1327
"Apr 07, 2016",1.1377,1.1398,1.1455,1.1337
"Apr 08, 2016",1.1401,1.1379,1.1421,1.135
"Apr 11, 2016",1.1408,1.1407,1.1448,1.1373
"Apr 12, 2016",1.1386,1.1408,1.1466,1.1347
"Apr 13, 2016",1.1274,1.1385,1.1393,1.1266
"Apr 14, 2016",1.1268,1.1274,1.1296,1.1234
"Apr 15, 2016",1.1283,1.1271,1.132,1.1246
"Apr 18, 2016",1.1314,1.1297,1.1334,1.1274
"Apr 19, 2016",1.1358,1.1314,1.1387,1.1302
"Apr 20, 2016",1.1297,1.1356,1.1388,1.1288
"Apr 21, 2016",1.1288,1.1297,1.1396,1.1272
"Apr 22, 2016",1.1233,1.129,1.1311,1.122
"Apr 25, 2016",1.1266,1.1231,1.128,1.1216
"Apr 26, 2016",1.1298,1.1265,1.1338,1.1254
"Apr 27, 2016",1.1321,1.1298,1.1364,1.1274
"Apr 28, 2016",1.1353,1.132,1.137,1.1296
"Apr 29, 2016",1.1456,1.1354,1.1461,1.1335
"May 02, 2016",1.1532,1.1447,1.1539,1.1446
"May 03, 2016",1.1497,1.1533,1.1616,1.1495
"May 04, 2016",1.1487,1.1496,1.153,1.1467
"May 05, 2016",1.1405,1.1486,1.1496,1.1385
"May 06, 2016",1.1405,1.1408,1.1479,1.1387
"May 09, 2016",1.1383,1.1401,1.1422,1.1375
"May 10, 2016",1.1372,1.1385,1.1413,1.1361
"May 11, 2016",1.1427,1.1373,1.1448,1.1368
"May 12, 2016",1.1377,1.1426,1.1434,1.1368
"May 13, 2016",1.1308,1.1378,1.1383,1.1284
"May 16, 2016",1.132,1.1311,1.1346,1.1302
"May 17, 2016",1.1314,1.1321,1.135,1.1303
"May 18, 2016",1.1217,1.1313,1.1327,1.1212
"May 19, 2016",1.1203,1.1216,1.123,1.1179
"May 20, 2016",1.1224,1.1204,1.1239,1.1194
"May 23, 2016",1.1219,1.1218,1.1246,1.1187
"May 24, 2016",1.1141,1.1219,1.1228,1.113
"May 25, 2016",1.1155,1.1141,1.1169,1.1128
"May 26, 2016",1.1194,1.1154,1.1218,1.1144
"May 27, 2016",1.1115,1.1193,1.1201,1.1107
"May 30, 2016",1.1147,1.1117,1.1149,1.1098
"May 31, 2016",1.1132,1.1138,1.1176,1.1123
"Jun 01, 2016",1.1188,1.1133,1.1198,1.1114
"Jun 02, 2016",1.1151,1.1189,1.1221,1.1142
"Jun 03, 2016",1.1367,1.1152,1.1377,1.1136
"Jun 06, 2016",1.1355,1.1353,1.1395,1.1328
"Jun 07, 2016",1.1358,1.1355,1.1382,1.1338
"Jun 08, 2016",1.1394,1.1358,1.1412,1.1349
"Jun 09, 2016",1.1316,1.1399,1.1417,1.1305
"Jun 10, 2016",1.1251,1.1317,1.1329,1.1245
"Jun 13, 2016",1.1292,1.1253,1.1304,1.1233
"Jun 14, 2016",1.1208,1.1293,1.1304,1.1188
"Jun 15, 2016",1.1259,1.1205,1.1299,1.119
"Jun 16, 2016",1.1226,1.126,1.1298,1.1132
"Jun 17, 2016",1.1277,1.1226,1.1299,1.1221
"Jun 20, 2016",1.1314,1.1285,1.1386,1.1284
"Jun 21, 2016",1.1242,1.1312,1.1351,1.1241
"Jun 22, 2016",1.1297,1.1242,1.1339,1.1236
"Jun 23, 2016",1.1389,1.1298,1.1424,1.1296
"Jun 24, 2016",1.1117,1.1392,1.1434,1.0911
"Jun 27, 2016",1.1026,1.1072,1.1087,1.0972
"Jun 28, 2016",1.1067,1.1025,1.1111,1.1008
"Jun 29, 2016",1.1125,1.1065,1.1131,1.1048
"Jun 30, 2016",1.1105,1.1124,1.1157,1.1023
"Jul 01, 2016",1.1136,1.1104,1.1169,1.107
"Jul 04, 2016",1.1156,1.1142,1.1166,1.1097
"Jul 05, 2016",1.1076,1.1154,1.1184,1.1059
"Jul 06, 2016",1.1099,1.1075,1.1111,1.1029
"Jul 07, 2016",1.1063,1.1101,1.1113,1.1053
"Jul 08, 2016",1.1054,1.1063,1.1115,1.1002
"Jul 11, 2016",1.1058,1.1052,1.1076,1.1016
"Jul 12, 2016",1.1059,1.1058,1.1128,1.1051
"Jul 13, 2016",1.109,1.1061,1.1121,1.1043
"Jul 14, 2016",1.112,1.1089,1.1166,1.1085
"Jul 15, 2016",1.1036,1.1118,1.115,1.1023
"Jul 18, 2016",1.1074,1.1043,1.1086,1.1038
"Jul 19, 2016",1.1022,1.1073,1.1086,1.0999
"Jul 20, 2016",1.1015,1.102,1.1032,1.0981
"Jul 21, 2016",1.1025,1.1013,1.106,1.0981
"Jul 22, 2016",1.0976,1.103,1.1043,1.0954
"Jul 25, 2016",1.0994,1.0972,1.1002,1.0954
"Jul 26, 2016",1.0987,1.0997,1.1031,1.0978
"Jul 27, 2016",1.1058,1.0986,1.1068,1.0963
"Jul 28, 2016",1.1075,1.1058,1.1119,1.1048
"Jul 29, 2016",1.1174,1.1079,1.12,1.1071
"Aug 01, 2016",1.1162,1.1177,1.1187,1.1157
"Aug 02, 2016",1.1227,1.1162,1.1235,1.1155
"Aug 03, 2016",1.1149,1.1224,1.1233,1.1139
"Aug 04, 2016",1.113,1.1149,1.1158,1.1114
"Aug 05, 2016",1.1086,1.1128,1.1162,1.1044
"Aug 08, 2016",1.1092,1.1088,1.1107,1.1073
"Aug 09, 2016",1.1119,1.109,1.1125,1.107
"Aug 10, 2016",1.1176,1.1117,1.1193,1.1103
"Aug 11, 2016",1.1137,1.1175,1.1194,1.1133
"Aug 12, 2016",1.1161,1.1139,1.1224,1.113
"Aug 15, 2016",1.1184,1.1162,1.1203,1.1153
"Aug 16, 2016",1.1278,1.1182,1.1324,1.1175
"Aug 17, 2016",1.1288,1.1279,1.1317,1.1241
"Aug 18, 2016",1.1354,1.1293,1.1367,1.1283
"Aug 19, 2016",1.1326,1.1351,1.1363,1.1303
"Aug 22, 2016",1.1319,1.1306,1.1334,1.1273
"Aug 23, 2016",1.1306,1.1321,1.1357,1.1302
"Aug 24, 2016",1.1263,1.1305,1.1315,1.1244
"Aug 25, 2016",1.1283,1.1266,1.1301,1.1258
"Aug 26, 2016",1.1198,1.1284,1.1343,1.118
"Aug 29, 2016",1.1189,1.1192,1.1208,1.1157
"Aug 30, 2016",1.1143,1.1189,1.1198,1.113
"Aug 31, 2016",1.1158,1.1143,1.1167,1.1123
"Sep 01, 2016",1.1198,1.1157,1.1207,1.1128
"Sep 02, 2016",1.1156,1.1197,1.1254,1.1151
"Sep 05, 2016",1.1147,1.1153,1.1185,1.114
"Sep 06, 2016",1.1256,1.1147,1.1267,1.114
"Sep 07, 2016",1.1239,1.1255,1.1271,1.1228
"Sep 08, 2016",1.1261,1.124,1.1329,1.1234
"Sep 09, 2016",1.1233,1.1262,1.1288,1.12
"Sep 12, 2016",1.1234,1.1232,1.1269,1.1211
"Sep 13, 2016",1.122,1.1236,1.1262,1.1203
"Sep 14, 2016",1.125,1.1216,1.1274,1.1208
"Sep 15, 2016",1.1244,1.1249,1.1286,1.122
"Sep 16, 2016",1.1155,1.1244,1.1256,1.1147
"Sep 19, 2016",1.1174,1.1161,1.1198,1.1147
"Sep 20, 2016",1.1155,1.1178,1.1216,1.1147
"Sep 21, 2016",1.1189,1.1152,1.12,1.1123
"Sep 22, 2016",1.1208,1.1193,1.1258,1.1181
"Sep 23, 2016",1.1226,1.1209,1.1244,1.1195
"Sep 26, 2016",1.1254,1.1221,1.1279,1.122
"Sep 27, 2016",1.1215,1.1253,1.1262,1.119
"Sep 28, 2016",1.1216,1.1214,1.1238,1.1181
"Sep 29, 2016",1.1223,1.1217,1.1251,1.1197
"Sep 30, 2016",1.1241,1.1225,1.1253,1.1153
"Oct 03, 2016",1.1211,1.1235,1.1245,1.1205
"Oct 04, 2016",1.1204,1.121,1.124,1.1138
"Oct 05, 2016",1.1206,1.1206,1.1237,1.1191
"Oct 06, 2016",1.1151,1.1205,1.1214,1.1139
"Oct 07, 2016",1.1201,1.1151,1.1207,1.1103
"Oct 10, 2016",1.1138,1.1196,1.1202,1.1128
"Oct 11, 2016",1.1054,1.1136,1.1144,1.1047
"Oct 12, 2016",1.1008,1.1053,1.1072,1.1003
"Oct 13, 2016",1.1056,1.1004,1.1058,1.0983
"Oct 14, 2016",1.0971,1.1056,1.1062,1.0968
"Oct 17, 2016",1.0999,1.0975,1.1011,1.0965
"Oct 18, 2016",1.0981,1.1,1.1029,1.097
"Oct 19, 2016",1.0974,1.0981,1.1006,1.0955
"Oct 20, 2016",1.093,1.0974,1.1041,1.0916
"Oct 21, 2016",1.0884,1.0929,1.0933,1.0859
"Oct 24, 2016",1.0883,1.0879,1.0903,1.0861
"Oct 25, 2016",1.0888,1.0882,1.0906,1.085
"Oct 26, 2016",1.0909,1.0889,1.0947,1.0872
"Oct 27, 2016",1.0897,1.0909,1.0945,1.0884
"Oct 28, 2016",1.0987,1.0899,1.0995,1.0893
"Oct 31, 2016",1.0981,1.0986,1.0994,1.0936
"Nov 01, 2016",1.1056,1.0981,1.1071,1.0958
"Nov 02, 2016",1.1097,1.1056,1.1126,1.1051
"Nov 03, 2016",1.1105,1.1098,1.1128,1.1059
"Nov 04, 2016",1.1138,1.1105,1.1146,1.108
"Nov 07, 2016",1.104,1.1137,1.1139,1.1029
"Nov 08, 2016",1.1026,1.1042,1.107,1.1008
"Nov 09, 2016",1.0909,1.1023,1.13,1.0903
"Nov 10, 2016",1.0893,1.0911,1.0958,1.0866
"Nov 11, 2016",1.0856,1.0897,1.0929,1.0833
"Nov 14, 2016",1.0737,1.085,1.0852,1.0709
"Nov 15, 2016",1.0722,1.0736,1.0817,1.0711
"Nov 16, 2016",1.069,1.0724,1.0764,1.0667
"Nov 17, 2016",1.0626,1.069,1.0746,1.0617
"Nov 18, 2016",1.0588,1.0625,1.0645,1.057
"Nov 21, 2016",1.0629,1.0583,1.0652,1.0579
"Nov 22, 2016",1.0626,1.0627,1.066,1.0583
"Nov 23, 2016",1.056,1.0629,1.0646,1.0526
"Nov 24, 2016",1.0554,1.0554,1.0587,1.0517
"Nov 25, 2016",1.0587,1.0551,1.0631,1.0538
"Nov 28, 2016",1.0615,1.0595,1.0686,1.0563
"Nov 29, 2016",1.065,1.0615,1.0657,1.0565
"Nov 30, 2016",1.0588,1.0649,1.0669,1.0554
"Dec 01, 2016",1.0662,1.059,1.067,1.0584
"Dec 02, 2016",1.0673,1.0663,1.0692,1.0625
"Dec 05, 2016",1.0764,1.0674,1.0798,1.0505
"Dec 06, 2016",1.0719,1.0764,1.0787,1.0698
"Dec 07, 2016",1.0753,1.0721,1.077,1.0709
"Dec 08, 2016",1.0615,1.0753,1.0873,1.0596
"Dec 09, 2016",1.0562,1.0618,1.0632,1.0531
"Dec 12, 2016",1.0635,1.0551,1.0652,1.0524
"Dec 13, 2016",1.0627,1.0635,1.0668,1.0603
"Dec 14, 2016",1.0537,1.0627,1.0671,1.0495
"Dec 15, 2016",1.0414,1.0536,1.0544,1.0366
"Dec 16, 2016",1.0451,1.0419,1.0477,1.0402
"Dec 19, 2016",1.0402,1.0442,1.048,1.0391
"Dec 20, 2016",1.0387,1.0405,1.0419,1.0352
"Dec 21, 2016",1.0425,1.0389,1.0452,1.0381
"Dec 22, 2016",1.0437,1.0423,1.0501,1.0421
"Dec 23, 2016",1.0457,1.0438,1.0469,1.0427
"Dec 26, 2016",1.0456,1.0454,1.0473,1.0439
"Dec 27, 2016",1.0457,1.0453,1.0465,1.0431
"Dec 28, 2016",1.0412,1.0459,1.0484,1.0373
"Dec 29, 2016",1.0492,1.0417,1.0494,1.0406
"Dec 30, 2016",1.0516,1.0492,1.0654,1.0482
"Jan 02, 2017",1.0459,1.0532,1.0534,1.0448
"Jan 03, 2017",1.0406,1.0455,1.0492,1.0341
"Jan 04, 2017",1.0488,1.0405,1.0501,1.0389
"Jan 05, 2017",1.0607,1.0493,1.0619,1.0482
"Jan 06, 2017",1.0533,1.0606,1.0624,1.0523
"Jan 09, 2017",1.0574,1.0539,1.0584,1.051
"Jan 10, 2017",1.0554,1.0573,1.0628,1.0551
"Jan 11, 2017",1.0582,1.0556,1.0624,1.0454
"Jan 12, 2017",1.0613,1.0583,1.0687,1.0573
"Jan 13, 2017",1.0644,1.0612,1.0674,1.0598
"Jan 16, 2017",1.0603,1.0618,1.0638,1.058
"Jan 17, 2017",1.0713,1.06,1.072,1.0595
"Jan 18, 2017",1.0631,1.0713,1.0715,1.0625
"Jan 19, 2017",1.0664,1.0629,1.0677,1.0588
"Jan 20, 2017",1.0703,1.0667,1.0713,1.0627
"Jan 23, 2017",1.0765,1.0687,1.0773,1.0686
"Jan 24, 2017",1.0731,1.0763,1.0775,1.0718
"Jan 25, 2017",1.0748,1.0734,1.0773,1.0713
"Jan 26, 2017",1.0682,1.0746,1.0767,1.0657
"Jan 27, 2017",1.0699,1.0685,1.0729,1.0661
"Jan 30, 2017",1.0695,1.0692,1.0743,1.062
"Jan 31, 2017",1.0798,1.0695,1.0814,1.0684
"Feb 01, 2017",1.0769,1.0798,1.081,1.0731
"Feb 02, 2017",1.0758,1.0766,1.0829,1.0753
"Feb 03, 2017",1.0784,1.0759,1.08,1.0714
"Feb 06, 2017",1.075,1.0781,1.0801,1.0703
"Feb 07, 2017",1.0681,1.075,1.0751,1.0654
"Feb 08, 2017",1.0699,1.0682,1.0715,1.064
"Feb 09, 2017",1.0656,1.0699,1.0711,1.065
"Feb 10, 2017",1.0641,1.0658,1.067,1.0609
"Feb 13, 2017",1.0598,1.0633,1.0659,1.0591
"Feb 14, 2017",1.0577,1.0596,1.0633,1.056
"Feb 15, 2017",1.0601,1.0577,1.0611,1.0523
"Feb 16, 2017",1.0674,1.06,1.0682,1.0588
"Feb 17, 2017",1.0614,1.0675,1.0679,1.0605
"Feb 20, 2017",1.0614,1.0618,1.0637,1.0606
"Feb 21, 2017",1.0537,1.0611,1.0618,1.0526
"Feb 22, 2017",1.0556,1.0534,1.0574,1.0493
"Feb 23, 2017",1.0581,1.0558,1.0598,1.0539
"Feb 24, 2017",1.0563,1.0583,1.062,1.0557
"Feb 27, 2017",1.0587,1.0562,1.0633,1.0551
"Feb 28, 2017",1.0577,1.0587,1.0632,1.057
