Date,Close,Open,High,Low
"Jan 17, 2020",9388.94,9392.37,9393.48,9346.81
"Jan 21, 2020",9370.81,9361.07,9397.58,9350.2
"Jan 22, 2020",9383.77,9413.61,9439.29,9375.13
"Jan 23, 2020",9402.48,9377.72,9409.2,9334.13
"Jan 24, 2020",9314.91,9446.2,9451.43,9273.23
"Jan 27, 2020",9139.31,9092.46,9185.45,9088.04
"Jan 28, 2020",9269.68,9201.82,9288.87,9182.33
"Jan 29, 2020",9275.16,9318.26,9329.11,9249.04
"Jan 30, 2020",9298.93,9211.15,9303,9185.18
"Jan 31, 2020",9150.94,9324.33,9324.8,9123.22
"Feb 03, 2020",9273.4,9190.72,9299.85,9188.55
"Feb 04, 2020",9467.97,9398.39,9485.38,9374.05
"Feb 05, 2020",9508.68,9574.1,9574.93,9454.93
"Feb 06, 2020",9572.15,9540.98,9575.66,9505.68
"Feb 07, 2020",9520.51,9526.64,9570.09,9496.53
"Feb 10, 2020",9628.39,9493.63,9628.66,9493.63
"Feb 11, 2020",9638.94,9680.89,9714.74,9617.21
"Feb 12, 2020",9725.96,9688.6,9728.77,9666.68
"Feb 13, 2020",9711.97,9657.04,9748.32,9650.02
"Feb 14, 2020",9731.18,9728.9,9746.36,9693.05
"Feb 18, 2020",9732.74,9679.04,9747.68,9675.8
"Feb 19, 2020",9817.18,9782.81,9838.37,9777.1
"Feb 20, 2020",9750.97,9799.2,9820.86,9636.94
"Feb 21, 2020",9576.59,9708.01,9715.95,9542.33
"Feb 24, 2020",9221.28,9188.44,9322.88,9166.01
"Feb 25, 2020",8965.61,9301.2,9315.26,8940.49
"Feb 26, 2020",8980.77,9011.55,9148.32,8927.8
"Feb 27, 2020",8566.48,8744.03,8904.11,8562.05
"Feb 28, 2020",8567.37,8269.74,8591.82,8264.16
"Mar 02, 2020",8952.17,8667.14,8952.81,8543.35
"Mar 03, 2020",8684.09,8965.1,9070.32,8602.89
"Mar 04, 2020",9018.09,8834.1,9019.96,8757.66
"Mar 05, 2020",8738.59,8790.09,8921.08,8677.39
"Mar 06, 2020",8575.62,8469.01,8612.36,8375.13
"Mar 09, 2020",7950.68,7957.93,8243.31,7943.16
"Mar 10, 2020",8344.25,8219.76,8347.4,7930.43
"Mar 11, 2020",7952.05,8136.25,8181.36,7850.94
"Mar 12, 2020",7201.8,7398.58,7712.33,7194.67
"Mar 13, 2020",7874.88,7610.39,7875.93,7219.09
"Mar 16, 2020",6904.59,7392.73,7422.2,6882.86
"Mar 17, 2020",7334.78,6904.59,7406.23,6828.91
"Mar 18, 2020",6989.84,6902.32,7182.83,6686.36
"Mar 19, 2020",7150.58,6996.45,7341.38,6858.38
"Mar 20, 2020",6879.52,7248.07,7354.44,6854.67
"Mar 23, 2020",6860.67,6847.28,6984.94,6631.42
"Mar 24, 2020",7417.86,7196.15,7418.37,7169.86
"Mar 25, 2020",7384.3,7421.36,7671.21,7276.4
"Mar 26, 2020",7797.54,7462.21,7809.82,7462.21
"Mar 27, 2020",7502.38,7554.25,7716.24,7491.14
"Mar 30, 2020",7774.15,7583.46,7784.35,7539.97
"Mar 31, 2020",7700.1,7740.06,7880.31,7642.86
"Apr 01, 2020",7360.58,7459.5,7566.37,7301.98
"Apr 02, 2020",7487.31,7317.45,7501.7,7307.95
"Apr 03, 2020",7373.08,7477.27,7518.72,7288.11
"Apr 06, 2020",7913.24,7660.17,7938.33,7617.79
"Apr 07, 2020",7887.26,8129.99,8146.43,7881.22
"Apr 08, 2020",8090.9,7975.72,8114.43,7901.94
"Apr 09, 2020",8153.57,8169.01,8227.91,8072.32
"Apr 13, 2020",8192.42,8127.69,8200.44,8035.95
"Apr 14, 2020",8515.74,8353.21,8531.11,8338.08
"Apr 15, 2020",8393.18,8355.96,8464.66,8308.79
"Apr 16, 2020",8532.36,8479.11,8560.16,8393.27
"Apr 17, 2020",8650.14,8667.48,8670.3,8531.69
"Apr 20, 2020",8560.73,8553.38,8684.91,8553.38
"Apr 21, 2020",8263.23,8460.69,8480.29,8215.69
"Apr 22, 2020",8495.38,8434.55,8537.31,8404.54
"Apr 23, 2020",8494.75,8528.84,8635.23,8475.2
"Apr 24, 2020",8634.52,8530.08,8642.93,8464.42
"Apr 27, 2020",8730.16,8717.98,8754.57,8697.37
"Apr 28, 2020",8607.73,8825.68,8830.57,8600.7
"Apr 29, 2020",8914.71,8802.7,8957.26,8765.01
"Apr 30, 2020",8889.55,8911.01,8926.11,8825.83
"May 01, 2020",8604.95,8681.29,8754.46,8566.84
"May 04, 2020",8710.72,8555.32,8715.82,8537.83
"May 05, 2020",8809.12,8809.66,8909.96,8781.31
"May 06, 2020",8854.39,8874.7,8933.25,8819.37
"May 07, 2020",8979.66,8973.78,9015.99,8932.85
"May 08, 2020",9121.32,9056.89,9125.98,9018.21
"May 11, 2020",9192.34,9054.91,9241.92,9053.17
"May 12, 2020",9002.55,9225.15,9250.96,9000.07
"May 13, 2020",8863.17,9006.05,9074.16,8752.68
"May 14, 2020",8943.72,8788.04,8945.71,8705.25
"May 15, 2020",9014.56,8839.99,9018.4,8821.38
"May 18, 2020",9234.83,9177.15,9267.22,9154.35
"May 19, 2020",9185.1,9227.46,9317.25,9183.25
"May 20, 2020",9375.78,9305.62,9392.82,9304.2
"May 21, 2020",9284.88,9375.19,9405.25,9254.85
"May 22, 2020",9324.59,9278.55,9328.28,9239.41
"May 26, 2020",9340.22,9501.21,9501.21,9333.16
"May 27, 2020",9412.36,9346.12,9414.62,9144.28
"May 28, 2020",9368.99,9392.99,9523.64,9345.28
"May 29, 2020",9489.87,9382.35,9505.55,9324.73
"Jun 01, 2020",9552.05,9471.42,9571.28,9462.32
